transaction_item_id,transaction_id,product_id,quantity,price
260,89,495,3,4594655.87
261,89,272,2,1522908.25
262,89,3,5,1187616.95
263,90,223,3,1878559.99
264,90,952,5,3899835.85
265,90,846,1,4286984.83
266,90,958,4,4371960.84
267,91,869,4,3609203.16
268,91,59,3,2495209.92
269,91,7,5,2225257.05
270,91,472,3,2832595.8
271,91,306,3,42995.66
272,92,6,3,4744629.41
273,93,412,3,4834387.56
274,93,10,1,1255562.15
275,94,504,2,3476571.04
276,94,87,5,1435884.42
277,94,527,2,268418.5
278,94,421,1,589186.0
279,95,8,2,2873869.67
280,95,788,3,4828482.24
281,95,232,4,2664348.71
282,95,405,3,2915397.66
283,96,374,4,1387049.74
284,96,914,2,1923916.88
285,96,550,3,3764703.78
286,97,450,4,4594226.07
287,98,144,3,1738353.94
288,98,766,4,1970582.05
289,99,368,2,3898053.84
290,100,195,3,1103451.72
291,101,137,4,1592033.32
292,102,762,3,1662161.95
293,102,923,1,3638572.45
294,102,165,2,4985887.3
295,102,972,4,4001496.49
296,103,122,4,2070670.95
297,103,501,5,3142785.98
298,103,508,2,3657350.37
299,104,770,4,1006377.26
300,104,514,4,1695398.22
301,104,135,1,3858159.6
302,105,812,1,196953.7
303,106,160,3,3264970.66
304,106,513,1,1349998.82
305,107,54,3,4214224.72
306,107,440,5,1036864.55
307,108,445,4,2643297.95
308,109,289,4,1483009.51
309,109,85,4,262196.62
310,109,254,5,3931164.93
311,110,747,5,1762643.53
312,110,192,2,3433507.36
313,111,786,1,2772473.51
314,111,885,3,2108158.12
315,111,718,2,3874088.83
316,112,204,4,2867781.35
317,112,724,1,3961294.2
318,112,718,5,3874088.83
319,112,626,2,3797056.47
320,113,876,5,4533567.26
321,113,645,2,689198.11
322,114,124,2,4365360.37
323,114,411,1,2820469.26
324,115,197,2,3741196.84
325,115,437,1,1983956.07
326,115,632,2,229062.33
327,116,886,1,1864695.32
328,117,418,5,1731387.26
329,117,314,2,4077919.81
330,117,228,3,2648924.27
331,117,437,4,1983956.07
332,118,523,4,803297.54
333,119,312,1,2626683.15
334,120,373,3,325703.08
335,120,966,3,4393592.93
336,120,729,4,645468.34
337,121,328,1,4475008.15
338,121,187,1,2916479.15
339,122,54,3,4214224.72
340,123,293,4,1294060.52
341,123,287,5,3708849.37
342,124,442,2,1835307.22
343,125,972,4,4001496.49
344,125,373,3,325703.08
345,125,312,1,2626683.15
346,126,686,1,1005294.46
347,127,789,2,2867844.31
348,127,340,3,1925392.61
349,127,760,3,3040514.95
350,127,761,5,793947.85
351,127,542,5,3211464.98
352,128,244,3,709276.52
353,128,216,5,235996.12
354,128,394,1,3411746.04
355,129,134,5,4708012.88
356,130,43,5,4158640.12
357,131,198,4,2085069.62
358,131,948,1,1659712.04
359,132,965,5,4775894.89
360,133,352,3,437613.65
361,133,743,4,3604863.8
362,133,780,2,2330639.2
363,133,547,2,4600271.68
364,133,45,2,1620077.15
365,134,429,5,122699.72
366,134,729,3,645468.34
367,135,999,3,4008293.83
368,135,917,3,2285072.3
369,135,460,1,1579754.27
370,135,933,4,626739.36
371,135,70,4,3805718.32
372,136,537,5,363433.24
373,136,810,1,1921386.93
374,136,171,5,1429962.65
375,136,281,2,2568954.53
376,137,47,5,4231209.19
377,137,63,2,3446181.72
378,137,759,4,4712786.87
379,138,702,5,888740.83
380,138,892,5,279769.23
381,138,995,1,4851023.79
382,138,170,4,4642989.68
383,139,394,5,3411746.04
384,139,799,4,4172199.51
385,139,411,5,2820469.26
386,139,279,2,1909502.1
387,139,189,1,3466915.27
388,140,586,2,3510483.06
389,140,607,1,2087120.43
390,141,467,5,2448610.56
391,141,725,5,3249409.53
392,141,266,3,471395.34
393,141,873,2,2919288.28
394,141,304,3,1872271.46
395,142,122,2,2070670.95
396,142,230,1,4892668.51
397,142,547,2,4600271.68
398,142,299,1,4726488.67
399,142,655,2,750135.75
400,143,950,2,4535331.42
401,143,277,1,1989193.98
402,143,658,2,1308232.3
403,144,548,1,4301213.0
404,144,2,3,183646.84
405,145,996,3,2539577.37
406,145,333,1,904978.97
407,145,970,5,1366447.12
408,145,271,2,2402177.09
409,145,419,5,2419027.71
410,146,333,1,904978.97
411,146,641,1,4256059.39
412,146,844,3,1432496.19
413,147,749,3,3945762.67
414,147,181,3,442821.47
415,148,551,5,1764162.85
416,149,740,4,2238683.37
417,150,891,5,2653894.14
418,150,565,2,1833408.19
419,150,837,4,2530580.61
420,151,333,3,904978.97
421,151,209,5,4045373.5
422,152,160,4,3264970.66
423,152,238,4,1210924.81
424,152,378,2,2973093.93
425,152,924,4,1063839.24
426,153,508,2,3657350.37
427,154,190,2,3342252.71
428,154,194,5,1844044.08
429,154,503,2,2020225.36
430,154,664,3,4153557.94
431,155,318,2,4951262.83
432,156,838,4,3409060.06
433,156,704,5,4570760.22
434,157,72,2,621384.33
435,157,74,4,262520.41
436,158,466,4,2083995.87
437,158,103,5,204180.69
438,159,745,1,4845818.11
439,159,618,1,3700484.17
440,160,394,1,3411746.04
441,160,113,1,3985806.52
442,160,782,1,764142.07
443,160,136,2,3454297.16
444,161,275,2,3736927.35
445,162,14,1,1316265.62
446,162,981,1,573558.02
447,162,556,3,4240981.6
448,162,874,1,1722403.58
449,162,208,2,463798.81
450,163,778,5,1853314.31
451,163,914,4,1923916.88
452,163,836,2,1377147.72
453,163,315,3,3976732.3
454,164,159,2,4540605.42
455,164,58,5,3094361.05
456,164,709,3,2715201.76
457,164,643,5,1597108.02
458,165,22,1,3342520.55
459,166,558,3,3741739.77
460,167,524,4,475766.52
461,168,2,2,183646.84
462,168,25,2,3561927.43
463,169,395,2,4765493.01
464,169,362,3,2789355.31
465,169,232,4,2664348.71
466,169,704,1,4570760.22
467,170,174,1,1371457.04
468,170,230,1,4892668.51
469,170,980,3,2420567.49
470,170,366,1,4319953.7
471,171,342,1,2508956.33
472,171,370,1,3429726.8
473,171,918,1,2173989.5
474,171,620,2,4988957.71
475,171,183,4,2392495.95
476,172,343,5,277945.2
477,172,186,4,4770633.77
478,172,154,3,35855.42
479,172,640,3,1191490.96
480,172,357,1,1809894.14
481,173,939,4,2099940.5
482,173,678,3,1776176.83
483,173,956,3,1327983.86
484,174,808,1,3930870.7
485,175,797,2,401058.93
486,175,328,2,4475008.15
487,176,458,4,2779013.75
488,176,835,1,4590975.04
489,176,116,5,3609786.56
490,176,438,3,2253379.31
491,177,93,3,1818993.64
492,177,131,2,3054282.13
493,178,362,3,2789355.31
494,178,507,4,4345849.74
495,178,493,4,4762462.75
496,178,617,3,1465059.5
497,179,822,2,680583.75
498,179,393,4,2965212.9
499,180,510,5,4252030.14
500,180,547,4,4600271.68
501,180,546,5,3144119.39
502,180,842,2,1727802.53
503,180,394,1,3411746.04
504,181,733,4,4605980.7
505,181,540,5,4406135.08
506,181,796,2,639668.13
507,181,720,1,3525644.67
508,181,241,3,1231223.41
509,182,209,1,4045373.5
510,183,572,4,2123640.42
511,183,981,2,573558.02
512,183,944,1,1796029.96
513,184,934,3,2377237.73
514,185,870,2,4987370.81
515,185,302,4,349160.03
516,185,148,5,694992.04
517,186,249,2,2073665.43
518,186,848,2,3261420.79
519,186,58,2,3094361.05
520,186,121,2,1575325.49
521,187,751,1,3997980.88
522,187,713,4,13410.65
523,187,381,1,1667763.9
524,187,719,1,4803188.16
525,188,76,4,1248868.7
526,188,858,5,2926590.91
527,188,892,2,279769.23
528,188,31,2,2342355.14
529,188,375,2,2426314.26
530,189,251,1,3133705.76
531,190,583,4,2272325.49
532,191,784,2,4042818.99
533,191,482,2,4312376.13
534,192,716,3,307184.25
535,192,482,4,4312376.13
536,192,740,3,2238683.37
537,192,455,1,2097013.14
538,192,294,1,4832876.25
539,193,62,1,1494195.02
540,193,619,2,2324994.19
541,194,165,1,4985887.3
542,194,406,4,2722789.56
543,194,697,4,1246806.7
544,194,568,3,78829.19
545,194,942,5,2493717.93
546,195,314,2,4077919.81
547,195,434,2,4792728.48
548,195,279,1,1909502.1
549,195,535,4,4087374.04
550,195,974,2,4908030.16
551,196,411,5,2820469.26
552,196,58,2,3094361.05
553,197,189,5,3466915.27
554,197,620,1,4988957.71
555,197,837,4,2530580.61
556,197,489,3,4029148.06
557,198,848,4,3261420.79
558,198,169,1,1498977.13
559,198,823,3,3872414.19
560,198,663,4,616051.74
561,199,277,1,1989193.98
562,199,107,1,820885.21
563,200,618,3,3700484.17
564,200,29,2,3953961.57
565,200,289,2,1483009.51
566,201,110,1,2379714.07
567,201,217,5,3504920.54
568,201,12,3,2500229.36
569,201,193,5,3454548.98
570,201,207,1,3587420.65
571,202,276,1,4573062.07
572,202,584,5,1553357.42
573,203,578,4,2936321.44
574,204,50,3,3075997.11
575,205,967,3,1869384.54
576,206,366,3,4319953.7
577,207,513,2,1349998.82
578,207,323,4,290013.55
579,207,744,3,1935826.12
580,207,998,2,403364.67
581,208,340,4,1925392.61
582,209,104,5,4021789.62
583,209,827,2,4568029.7
584,209,25,5,3561927.43
585,209,816,4,3731291.6
586,209,489,5,4029148.06
587,210,298,2,2624482.63
588,211,699,4,3822608.12
589,211,81,1,2491877.66
590,212,906,2,1922748.94
591,212,827,2,4568029.7
592,213,987,5,2169911.06
593,213,529,5,2151862.39
594,214,953,3,3620582.45
595,214,459,2,1451285.52
596,214,348,3,3919905.21
597,214,369,5,2864082.55
598,214,877,4,2541501.13
599,215,913,4,1567340.38
600,216,214,5,1279741.52
601,216,622,1,761326.22
602,217,581,4,298950.66
603,217,100,1,3777276.21
604,218,785,3,4853820.63
605,218,561,1,1212997.96
606,219,97,4,652030.32
607,219,322,2,1892076.15
608,219,957,3,508046.49
609,219,166,1,3941923.54
610,220,591,3,3667349.83
611,220,362,1,2789355.31
612,220,73,2,1247115.22
613,221,265,4,4611908.26
614,221,263,4,1948211.05
615,221,666,2,1867476.32
616,221,963,1,3320141.59
617,222,500,1,2452399.04
618,222,373,3,325703.08
619,222,411,4,2820469.26
620,222,878,5,4204787.09
621,222,940,2,2562808.08
622,223,376,5,1812013.31
623,223,866,5,949916.81
624,223,975,3,527528.4
625,223,383,1,2206712.38
626,224,519,4,2212016.88
627,224,270,1,4025206.58
628,224,636,1,2908045.43
629,224,759,2,4712786.87
630,225,9,2,1996189.89
631,225,874,1,1722403.58
632,225,298,4,2624482.63
633,225,163,5,2095246.06
634,225,409,1,3291432.21
635,226,398,4,4158096.23
636,226,686,1,1005294.46
637,227,478,4,2736302.84
638,227,658,5,1308232.3
639,227,922,4,105432.42
640,228,88,2,4237390.1
641,229,940,4,2562808.08
642,230,205,4,831040.41
643,230,337,1,820626.75
644,230,325,3,2504293.38
645,230,619,4,2324994.19
646,231,720,4,3525644.67
647,231,118,3,747400.78
648,232,40,5,650389.71
649,232,160,4,3264970.66
650,232,150,2,3193343.42
651,232,328,5,4475008.15
652,233,616,4,49766.18
653,234,959,3,1807471.17
654,235,485,2,1057292.06
655,235,56,2,415302.05
656,235,889,1,2366376.22
657,235,976,4,4013301.27
658,236,259,2,1510674.73
659,236,86,2,2991618.67
660,236,71,3,1602388.27
661,237,84,3,2920887.12
662,237,895,4,724688.52
663,237,893,4,695452.64
664,237,538,2,455762.09
665,238,189,1,3466915.27
666,238,95,4,3824376.53
667,238,351,3,2164921.25
668,239,204,3,2867781.35
669,239,965,4,4775894.89
670,240,487,5,838248.27
671,240,706,2,4738318.09
672,240,989,4,751785.72
673,240,364,5,1776032.29
674,241,843,1,3747316.06
675,241,575,5,404317.59
676,241,204,1,2867781.35
677,241,741,5,1056324.58
678,242,149,3,1219865.61
679,242,681,3,3074391.82
680,242,15,2,3523148.68
681,242,919,4,1720236.87
682,242,957,2,508046.49
683,243,886,3,1864695.32
684,243,117,4,860855.19
685,243,270,5,4025206.58
686,243,740,1,2238683.37
687,244,966,2,4393592.93
688,244,650,4,2265066.21
689,244,655,5,750135.75
690,244,100,1,3777276.21
691,245,764,2,3306383.48
692,245,431,5,4650313.01
693,246,616,4,49766.18
694,246,222,3,3831480.14
695,247,976,2,4013301.27
696,247,996,5,2539577.37
697,248,380,3,1530243.4
698,249,310,3,4032776.82
699,250,839,1,1868609.14
700,250,717,4,2937179.78
701,250,665,4,662269.04
702,250,424,4,2610363.0
703,250,361,3,945085.0
704,251,437,5,1983956.07
705,251,998,3,403364.67
706,251,117,2,860855.19
707,251,470,4,1131968.65
708,251,383,2,2206712.38
709,252,610,2,2515184.3
710,252,556,4,4240981.6
711,252,391,3,4084307.63
712,252,866,4,949916.81
713,252,650,3,2265066.21
714,253,961,1,484042.37
715,253,90,1,3640265.24
716,253,92,1,265276.86
717,253,632,4,229062.33
718,253,107,4,820885.21
719,254,950,5,4535331.42
720,254,103,4,204180.69
721,254,516,5,3943635.23
722,254,826,1,947799.1
723,254,684,3,314285.55
724,255,217,2,3504920.54
725,255,796,4,639668.13
726,255,565,4,1833408.19
727,255,118,2,747400.78
728,256,974,1,4908030.16
729,256,360,4,520134.76
730,256,423,4,2282109.85
731,256,8,3,2873869.67
732,257,520,3,4959272.81
733,257,275,3,3736927.35
734,258,859,4,2562453.45
735,258,690,2,1726730.26
736,258,5,4,3029423.2
737,259,16,1,4981861.91
738,260,810,3,1921386.93
739,260,861,5,1499394.87
740,261,326,3,3228087.14
741,261,175,5,1660113.64
742,261,441,2,2890966.05
743,261,570,4,4743913.18
744,261,198,5,2085069.62
745,262,849,1,4324503.35
746,262,821,5,4862758.25
747,262,440,2,1036864.55
748,262,962,4,58264.92
749,263,413,3,4828926.72
750,263,530,2,3521453.22
751,264,237,1,3078466.8
752,264,728,2,1898136.7
753,264,517,1,239255.2
754,264,647,5,2253338.07
755,265,864,3,4308843.09
756,265,858,5,2926590.91
757,265,163,3,2095246.06
758,265,209,1,4045373.5
759,266,27,4,615598.65
760,267,644,5,1175720.02
761,268,29,5,3953961.57
762,268,725,5,3249409.53
763,269,586,4,3510483.06
764,270,761,2,793947.85
765,271,650,3,2265066.21
766,271,192,2,3433507.36
767,271,669,2,118782.91
768,271,305,2,3299828.87
769,272,861,2,1499394.87
770,272,744,4,1935826.12
771,272,789,3,2867844.31
772,272,676,1,2485670.69
773,272,282,1,2335360.29
774,273,643,1,1597108.02
775,273,654,5,1082953.74
776,274,114,4,2988578.98
777,275,126,1,2808825.0
778,275,146,3,1077794.17
779,275,269,2,4369366.09
780,275,96,1,4128303.48
781,275,507,3,4345849.74
782,276,401,1,3170346.84
783,276,503,1,2020225.36
784,277,76,4,1248868.7
785,277,983,1,1315448.21
786,277,216,4,235996.12
787,277,385,3,1509172.07
788,278,828,2,3707314.55
789,278,185,3,1185251.05
790,278,11,2,139307.57
791,278,676,5,2485670.69
792,279,876,1,4533567.26
793,279,121,3,1575325.49
794,279,356,4,3700879.89
795,279,629,5,2104881.05
796,279,560,1,2479489.72
797,280,535,3,4087374.04
798,280,949,1,73619.51
799,281,621,1,3664992.05
800,281,549,1,4483998.8
801,282,525,2,1259442.5
802,282,222,3,3831480.14
803,282,118,2,747400.78
804,282,31,3,2342355.14
805,282,142,2,1459358.73
806,283,746,2,2470479.15
807,284,281,4,2568954.53
808,284,205,1,831040.41
809,284,357,5,1809894.14
810,285,479,4,521058.03
811,285,447,5,2939153.53
812,285,970,4,1366447.12
813,286,257,2,927556.1
814,286,203,3,318172.66
815,287,106,5,1646549.58
816,287,813,5,2020840.05
817,287,320,2,3272141.24
818,287,814,2,203524.84
819,288,444,4,3356800.13
820,288,434,5,4792728.48
821,288,766,3,1970582.05
822,288,836,3,1377147.72
823,289,111,5,1848105.47
824,289,393,4,2965212.9
825,289,205,5,831040.41
826,289,362,3,2789355.31
827,289,920,1,1802661.92
828,290,172,1,4447407.22
829,290,982,5,2209032.52
830,290,260,5,4030823.04
831,290,420,3,2085717.39
832,291,847,5,3391699.28
833,291,361,4,945085.0
834,291,31,1,2342355.14
835,291,185,3,1185251.05
836,291,440,2,1036864.55
837,292,252,1,2783694.82
838,292,221,3,908106.82
839,292,381,2,1667763.9
840,293,126,1,2808825.0
841,293,327,1,2833624.57
842,293,735,3,4684072.09
843,294,477,5,3802420.61
844,294,815,3,3455663.63
845,295,576,1,4871823.79
846,295,395,3,4765493.01
847,296,218,5,4673568.17
848,296,223,1,1878559.99
849,296,575,3,404317.59
850,296,734,5,3201837.4
851,296,969,1,2007248.63
852,297,915,4,843430.73
853,297,699,4,3822608.12
854,297,326,3,3228087.14
855,297,203,2,318172.66
856,297,51,4,2517839.99
857,298,48,3,989546.58
858,298,432,1,2584809.57
859,298,128,4,4783860.61
860,298,176,5,3244943.84
861,299,606,4,1130331.42
862,299,243,5,2703401.45
863,299,22,3,3342520.55
864,300,660,5,4274460.51
865,301,934,4,2377237.73
866,302,135,4,3858159.6
867,302,38,5,3215269.56
868,302,941,5,1420706.77
869,303,346,1,4844913.43
870,304,482,1,4312376.13
871,305,741,3,1056324.58
872,305,282,3,2335360.29
873,305,772,3,4885517.9
874,305,410,1,840029.08
875,306,794,3,872666.07
876,306,506,5,1643173.51
877,306,49,4,634599.77
878,306,306,4,42995.66
879,306,506,1,1643173.51
880,307,961,5,484042.37
881,307,106,1,1646549.58
882,307,230,1,4892668.51
883,308,143,1,4777015.45
884,309,883,4,3275628.88
885,309,232,2,2664348.71
886,309,91,2,1836027.39
887,310,836,5,1377147.72
888,310,6,1,4744629.41
889,310,266,1,471395.34
890,311,50,3,3075997.11
891,312,271,3,2402177.09
892,313,811,4,2864395.97
893,313,277,2,1989193.98
894,313,948,2,1659712.04
895,313,598,4,1844762.01
896,313,123,2,2057783.27
897,314,883,2,3275628.88
898,314,772,5,4885517.9
899,314,910,4,99401.47
900,315,685,1,1921246.23
901,315,535,5,4087374.04
902,315,247,5,1192151.13
903,315,490,4,2666081.18
904,316,330,4,1362764.31
905,316,232,1,2664348.71
906,316,271,3,2402177.09
907,317,362,5,2789355.31
908,318,676,2,2485670.69
909,318,712,1,109440.67
910,319,996,4,2539577.37
911,320,218,1,4673568.17
912,321,480,4,1495567.59
913,321,193,4,3454548.98
914,322,349,2,2458111.25
915,323,780,5,2330639.2
916,323,527,3,268418.5
917,323,779,3,232638.45
918,323,726,4,3538842.78
919,323,672,2,4526339.07
920,324,109,2,3546611.63
921,324,225,3,1884471.21
922,324,395,4,4765493.01
923,324,889,5,2366376.22
924,324,526,2,3325898.97
925,325,193,1,3454548.98
926,325,285,4,1571480.87
927,325,169,3,1498977.13
928,325,975,5,527528.4
929,326,151,4,509987.82
930,327,763,1,2052306.53
931,328,17,4,3472963.4
932,328,192,3,3433507.36
933,329,488,5,3926398.06
934,330,361,3,945085.0
935,330,122,5,2070670.95
936,330,87,3,1435884.42
937,330,442,2,1835307.22
938,331,407,5,3511155.09
939,331,442,5,1835307.22
940,332,55,4,4127928.97
941,332,280,3,1549027.2
942,332,101,1,3016290.13
943,333,750,4,821655.99
944,333,199,3,3789179.11
945,333,194,4,1844044.08
946,333,181,5,442821.47
947,334,543,5,351373.92
948,334,506,5,1643173.51
949,334,444,1,3356800.13
950,335,662,2,4021444.8
951,336,225,1,1884471.21
952,337,917,1,2285072.3
953,338,273,2,1066920.78
954,338,68,5,3673656.78
955,338,104,3,4021789.62
956,338,232,5,2664348.71
957,338,717,4,2937179.78
958,339,403,1,3579029.59
959,339,226,3,3271135.15
960,339,508,2,3657350.37
961,339,176,2,3244943.84
962,340,653,3,4133669.57
963,340,723,5,4879544.75
964,340,295,1,2309536.7
965,341,190,5,3342252.71
966,342,489,3,4029148.06
967,342,874,2,1722403.58
968,342,175,3,1660113.64
969,342,698,1,1339969.74
970,342,171,2,1429962.65
971,343,922,4,105432.42
972,343,146,1,1077794.17
973,343,683,4,2065841.11
974,344,343,1,277945.2
975,344,182,3,932058.19
976,344,903,1,655735.73
977,344,175,1,1660113.64
978,345,361,4,945085.0
979,345,598,1,1844762.01
980,345,501,2,3142785.98
981,345,484,1,3880401.93
982,345,47,1,4231209.19
983,346,697,3,1246806.7
984,346,856,2,1267473.56
985,346,538,5,455762.09
986,346,172,2,4447407.22
987,346,794,1,872666.07
988,347,312,3,2626683.15
989,348,503,3,2020225.36
990,348,559,3,3234387.18
991,348,680,4,4418284.76
992,348,260,3,4030823.04
993,349,14,3,1316265.62
994,349,309,3,95541.56
995,349,913,5,1567340.38
996,349,794,5,872666.07
997,350,116,3,3609786.56
998,350,703,5,4032989.02
999,350,746,1,2470479.15
1000,350,152,4,3589616.7
1001,351,676,2,2485670.69
1002,351,366,4,4319953.7
1003,352,251,5,3133705.76
1004,353,369,2,2864082.55
1005,353,763,1,2052306.53
1006,353,199,4,3789179.11
1007,353,655,1,750135.75
1008,354,899,5,33520.37
1009,354,921,4,832768.71
