transaction_id,customer_id,transaction_date,total_amount
151,381,2024-09-02 05:38:35,22941804.41
152,162,2023-04-02 09:03:20,28105126.7
153,703,2024-05-26 03:19:40,7314700.74
154,954,2024-09-25 12:19:17,32405850.36
155,62,2024-10-02 02:11:11,9902525.66
156,158,2023-12-31 23:28:05,36490041.34
157,811,2024-12-19 19:31:40,2292850.3
158,500,2023-04-20 04:34:52,9356886.93
159,572,2023-08-27 11:31:55,8546302.28
160,825,2024-10-22 12:38:43,15070288.95
161,22,2024-03-25 07:01:32,7473854.7
162,367,2024-12-06 13:45:14,17262769.64
163,921,2023-05-18 09:07:39,31646731.41
164,724,2023-02-10 17:40:09,40684161.47
165,302,2024-03-24 20:21:12,3342520.55
166,195,2024-07-09 17:50:37,11225219.31
167,557,2024-08-03 06:47:41,1903066.08
168,750,2023-12-23 11:47:05,7491148.54
169,889,2024-04-24 10:01:27,33127207.01
170,165,2024-09-05 20:11:22,17845781.72
171,159,2023-03-12 19:20:17,27660571.85
172,840,2024-04-05 10:45:54,25964194.36
173,376,2023-09-27 19:43:09,17712244.07
174,795,2024-04-09 00:01:34,3930870.7
175,389,2024-10-15 18:25:16,9752134.16
176,635,2023-07-09 00:40:53,40516100.77
177,245,2024-01-08 22:34:50,11565545.18
178,675,2023-11-25 02:18:22,49196494.39
179,195,2024-07-05 14:06:29,13222019.1
180,785,2024-06-20 18:06:54,62249185.47
181,628,2024-07-18 05:36:42,48953249.36
182,420,2023-10-17 11:44:43,4045373.5
183,114,2024-10-18 11:43:28,11437707.68
184,675,2023-04-09 19:02:56,7131713.19
185,856,2023-03-10 01:35:37,14846341.94
186,895,2023-05-13 06:30:14,20009545.52
187,110,2023-02-02 07:21:26,10522575.54
188,102,2024-05-12 06:58:35,29725306.61
189,658,2023-02-02 20:47:23,3133705.76
190,502,2024-02-02 23:57:15,9089301.96
191,719,2024-06-22 22:43:05,16710390.24
192,51,2024-08-27 09:19:06,31816996.77
193,621,2024-01-11 08:02:10,6144183.4
194,953,2023-03-14 00:28:35,33569349.56
195,504,2023-08-02 23:52:30,45816355.16
196,821,2023-03-23 17:02:29,20291068.4
197,370,2024-10-16 02:12:36,44533300.68
198,842,2024-07-25 15:08:39,28626109.82
199,844,2024-01-13 02:07:21,2810079.19
200,542,2024-09-23 09:40:40,21975394.67
201,855,2023-02-11 02:33:45,48265170.4
202,968,2023-11-08 02:50:15,12339849.17
203,100,2023-08-10 18:54:49,11745285.76
204,545,2023-04-14 08:24:39,9227991.33
205,198,2024-01-30 06:53:52,5608153.62
206,255,2024-06-22 23:54:58,12959861.1
207,971,2024-08-06 22:46:02,10474259.54
208,768,2023-07-03 20:19:53,7701570.44
209,765,2024-07-25 15:06:59,82125551.35
210,591,2023-04-19 23:15:05,5248965.26
211,720,2024-01-02 16:42:05,17782310.14
212,905,2024-11-12 15:32:57,12981557.28
213,812,2023-04-17 06:04:24,21608867.25
214,412,2023-07-04 20:01:25,50010451.29
215,674,2024-05-31 12:17:18,6269361.52
216,615,2023-06-11 19:26:19,7160033.82
217,925,2024-03-29 12:49:39,4973078.85
218,333,2023-11-19 20:01:40,15774459.85
219,783,2024-01-16 15:00:46,11858336.59
220,846,2024-10-10 15:40:38,16285635.24
221,247,2023-11-28 22:09:05,33295571.47
222,220,2024-07-30 19:51:56,40860936.93
223,949,2024-01-20 20:02:00,17598948.18
224,985,2023-09-18 13:06:27,25206893.27
225,983,2024-04-08 16:17:34,29980376.39
226,744,2024-02-11 00:00:25,17637679.38
227,611,2023-02-05 10:21:27,17908102.54
228,139,2023-01-17 18:50:44,8474780.2
229,308,2023-11-06 00:14:20,10251232.32
230,877,2023-08-16 07:49:17,20957645.29
231,791,2023-11-19 00:47:24,16344781.02
232,942,2024-12-07 10:02:50,45073558.78
233,570,2024-07-20 18:36:53,199064.72
234,159,2024-08-07 20:48:42,5422413.51
235,472,2023-04-07 01:22:26,21364769.52
236,142,2023-12-31 05:41:01,13811751.61
237,911,2023-09-29 13:21:54,15354750.18
238,239,2024-08-19 09:05:49,25259185.14
239,95,2023-09-20 10:56:01,27706923.61
240,583,2024-08-07 14:33:22,25555181.86
241,741,2023-08-11 02:48:38,13918308.26
242,178,2023-11-29 17:34:06,27826110.11
243,840,2024-05-14 20:58:47,31402222.99
244,658,2023-04-08 21:40:18,25375405.66
245,749,2023-11-04 01:21:38,29864332.01
246,81,2024-08-13 13:53:30,11693505.14
247,357,2023-02-27 12:10:29,20724489.39
248,953,2024-03-20 15:09:54,4590730.2
249,766,2023-05-04 08:15:16,12098330.46
250,951,2024-10-30 21:55:44,29543111.42
251,797,2023-01-12 23:04:44,21792884.1
252,56,2024-10-09 13:55:33,44842083.76
253,43,2023-11-09 19:05:31,8589374.63
254,579,2023-11-23 19:39:29,45102211.76
255,515,2023-06-03 11:53:58,18396947.92
256,157,2024-12-15 08:02:20,24738617.61
257,995,2023-02-21 14:18:15,26088600.48
258,590,2024-04-01 21:40:05,25820967.12
259,228,2024-05-31 03:16:47,4981861.91
260,806,2024-03-18 10:33:02,13261135.14
261,136,2024-02-08 05:23:20,53167762.54
262,488,2023-12-11 03:00:19,30945083.38
263,562,2024-08-08 01:47:43,21529686.6
264,88,2024-02-13 09:33:33,18380685.75
265,445,2024-02-13 18:16:14,37890595.5
266,781,2024-12-15 04:44:48,2462394.6
267,573,2023-05-19 17:30:35,5878600.1
268,405,2023-07-22 17:45:44,36016855.5
269,201,2024-10-29 20:48:05,14041932.24
270,754,2024-07-28 22:25:39,1587895.7
271,249,2024-06-20 08:57:55,20499436.91
272,796,2023-03-15 09:41:38,24166658.13
273,702,2024-03-16 11:46:30,7011876.72
274,116,2024-08-12 03:15:43,11954315.92
275,434,2024-11-18 15:03:29,31946792.39
276,196,2024-01-10 12:40:53,5190572.2
277,609,2023-11-25 12:32:37,11782423.7
278,789,2024-11-02 00:52:52,23677350.84
279,359,2023-11-09 06:09:44,37066958.26
280,639,2024-09-23 16:06:01,12335741.63
281,46,2023-05-30 16:02:12,8148990.85
282,702,2023-08-28 07:16:13,25453909.86
283,776,2024-01-18 05:40:46,4940958.3
284,758,2023-03-29 04:05:28,20156329.23
285,972,2023-02-25 08:50:56,22245788.25
286,890,2024-09-27 05:22:36,2809630.18
287,352,2023-10-22 00:30:00,25288280.31
288,313,2024-12-11 04:03:05,47434032.23
289,24,2024-04-05 17:09:19,35427308.85
290,758,2023-12-06 07:36:35,41903837.19
291,209,2024-07-04 07:42:50,28710673.79
292,769,2024-07-13 19:03:05,8843543.08
293,495,2023-09-22 19:58:52,19694665.84
294,712,2024-09-29 05:08:46,29379093.94
295,386,2024-12-16 00:40:10,19168302.82
296,45,2024-08-19 19:10:48,44475789.24
297,62,2023-09-19 06:12:04,39056122.1
298,809,2023-10-18 07:18:25,40913610.95
299,278,2024-12-14 22:29:57,28065894.58
300,671,2023-02-24 16:55:43,21372302.55
301,398,2023-01-09 02:25:29,9508950.92
302,679,2024-11-07 09:52:41,38612520.05
303,886,2024-11-06 13:06:54,4844913.43
304,300,2023-04-21 00:41:40,4312376.13
305,237,2024-10-26 14:04:22,25671637.39
306,727,2024-01-25 18:30:55,15187420.99
307,497,2023-04-12 11:29:07,8959429.94
308,91,2024-09-03 19:21:12,4777015.45
309,513,2023-07-10 07:14:26,22103267.72
310,949,2024-04-13 20:24:50,12101763.35
311,41,2024-12-30 00:46:56,9227991.33
312,313,2023-09-11 19:16:31,7206531.27
313,403,2023-12-08 17:50:16,30250010.5
314,356,2023-06-10 00:40:08,31376453.14
315,364,2024-12-01 12:48:45,38983196.8
316,242,2024-10-02 11:00:26,15321937.22
317,832,2024-05-28 10:02:39,13946776.55
318,264,2023-03-05 22:47:03,5080782.05
319,967,2024-02-01 01:04:22,10158309.48
320,231,2024-07-22 10:12:05,4673568.17
321,919,2023-06-05 12:26:38,19800466.28
322,141,2024-02-07 23:55:05,4916222.5
323,534,2023-03-31 13:54:56,36364416.11
324,894,2024-11-25 22:17:54,50292287.97
325,428,2024-10-02 08:16:49,16875045.85
326,157,2023-09-04 20:51:30,2039951.28
327,932,2024-03-12 11:22:24,2052306.53
328,460,2024-09-11 11:59:20,24192375.68
329,212,2024-07-09 04:47:51,19631990.3
330,595,2024-10-30 05:02:43,21166877.45
331,884,2024-07-08 07:21:57,26732311.55
332,706,2023-05-22 11:15:01,24175087.61
333,932,2024-12-23 19:04:16,24244444.96
334,931,2023-05-19 15:39:29,13329537.28
335,956,2023-05-29 23:53:33,8042889.6
336,326,2024-08-01 05:45:15,1884471.21
337,546,2023-03-11 20:17:31,2285072.3
338,326,2023-05-02 06:42:14,57637956.99
339,784,2023-05-30 01:04:24,27197023.46
340,985,2023-11-23 15:04:29,39108269.16
341,454,2024-02-26 11:02:40,16711263.55
342,156,2024-10-14 09:58:07,24712487.3
343,135,2023-07-12 03:53:14,9762888.29
344,781,2023-07-09 00:57:13,5389969.14
345,274,2024-09-18 22:27:44,20022285.09
346,628,2024-09-12 20:38:43,18321658.18
347,238,2023-08-25 21:42:46,7880049.45
348,368,2023-08-25 00:56:58,45529445.78
349,138,2023-03-23 17:21:09,16435453.79
350,481,2024-05-29 22:01:00,47823250.73
351,383,2024-12-30 23:39:00,22251156.18
352,504,2023-07-08 14:06:25,15668528.8
353,168,2024-04-30 05:00:24,23687323.82
354,34,2023-07-17 08:14:18,14543839.29
355,948,2024-02-23 00:32:47,4866929.16
356,228,2023-10-04 15:02:18,31773613.57
357,776,2024-11-18 07:23:05,61661445.98
358,182,2023-07-29 02:24:28,11652354.96
359,502,2024-03-25 22:27:59,20286613.93
360,888,2024-12-05 11:49:44,32545117.04
361,438,2024-04-13 08:59:06,16511715.88
362,623,2024-02-19 01:31:22,28812975.06
363,404,2024-01-25 11:23:32,9545041.01
364,609,2024-09-18 20:49:24,39524605.88
365,657,2024-07-03 19:07:23,18994663.19
366,534,2024-12-22 01:24:07,31810338.09
367,468,2023-04-22 16:26:33,26355764.29
368,532,2023-02-13 08:56:47,22876796.69
369,753,2024-07-04 14:24:13,13701265.28
370,397,2023-02-10 20:18:18,7296793.65
371,986,2024-06-12 22:57:40,26201960.3
372,299,2023-02-20 06:54:44,43338657.97
373,906,2024-03-26 14:29:31,7853068.2
374,473,2023-11-08 10:24:35,35984322.43
375,302,2023-06-20 15:22:52,52354955.28
376,707,2024-09-19 01:59:09,18781531.07
377,475,2024-06-13 05:10:43,5183407.59
378,93,2024-10-23 16:26:44,34849144.28
379,185,2024-05-27 04:07:13,23791019.94
380,139,2024-08-22 19:53:38,8638144.36
381,332,2024-02-07 15:03:26,12115383.48
382,184,2024-04-06 00:54:25,21204601.3
383,919,2024-04-09 21:29:33,4975035.25
384,904,2024-12-30 07:21:07,32845943.89
385,257,2024-04-10 03:17:00,23659791.54
386,929,2023-11-28 23:36:50,10456156.54
387,736,2024-12-29 05:58:15,21063902.79
388,117,2023-05-07 03:19:12,27128091.99
389,650,2024-12-24 16:21:43,40926055.41
390,537,2024-01-07 03:06:21,20975994.23
391,745,2024-12-25 13:59:03,30292652.79
392,973,2024-06-07 22:17:05,17020413.25
393,564,2023-06-13 13:47:14,1771439.24
394,787,2024-01-25 01:35:54,47523277.59
395,580,2023-06-24 12:12:14,38008386.07
396,167,2024-11-06 05:27:52,60793648.2
397,788,2023-05-29 06:30:44,26565241.47
398,430,2024-12-30 01:52:05,22444252.87
399,748,2023-11-12 11:16:09,20932835.86
400,642,2024-04-01 10:30:51,29135652.19
401,921,2023-07-05 04:16:48,3306046.32
402,4,2023-05-15 07:23:08,9700712.11
403,13,2024-09-29 09:12:55,47699463.58
404,876,2024-04-14 18:07:05,35310967.54
405,827,2024-05-25 19:47:17,6953604.28
406,904,2023-01-06 22:08:09,6109873.37
407,223,2024-05-20 08:39:39,27424984.01
408,465,2024-08-25 17:19:12,30200122.27
409,82,2024-02-24 16:05:17,42667417.38
410,7,2024-09-07 21:50:56,18376904.28
411,285,2023-09-08 19:55:41,18311420.32
412,571,2024-09-26 22:53:16,2193942.76
413,190,2023-08-01 01:46:51,248830.9
414,669,2023-06-01 02:00:17,18550305.24
415,149,2023-12-24 01:20:13,49542889.49
416,859,2023-02-03 21:02:51,69072254.66
417,340,2024-09-09 10:51:57,1146564.64
418,112,2023-03-31 01:47:06,22867149.43
419,166,2024-03-02 06:29:23,9831976.1
420,626,2024-11-19 10:21:14,50127035.02
421,587,2024-11-07 21:39:43,1906199.97
422,990,2024-07-29 06:27:34,48014181.38
423,369,2024-04-11 21:04:46,17766481.39
424,787,2023-02-06 03:23:26,12943657.84
425,378,2023-11-03 11:45:12,5462251.71
426,777,2024-01-24 02:27:49,55876047.96
427,67,2024-03-13 20:02:31,21432951.88
428,138,2023-10-27 17:08:30,3090639.77
429,338,2023-05-05 09:59:28,8353619.28
430,538,2024-06-23 15:03:52,1826242.72
431,627,2023-08-03 07:36:40,16034441.74
432,586,2023-03-01 03:58:46,1449377.04
433,90,2024-10-06 19:15:30,2496345.05
434,957,2024-05-10 22:01:09,10844479.92
435,438,2024-12-24 10:27:22,26891062.19
436,266,2024-09-15 11:31:22,13016355.87
437,639,2024-06-22 20:56:25,16642873.06
438,630,2023-12-29 04:43:21,55602615.66
439,533,2024-07-30 18:04:23,36442246.22
440,505,2024-10-09 18:07:19,34810673.05
441,239,2023-07-04 22:11:16,18250082.78
442,199,2024-12-26 10:34:34,13370082.2
443,25,2023-01-02 04:18:13,5967581.94
444,816,2024-04-21 22:46:20,54294064.43
445,819,2023-05-01 07:32:55,7131456.6
446,424,2024-09-22 15:05:46,31503308.52
447,359,2023-02-16 12:09:10,29209782.05
448,218,2024-07-27 23:12:38,9970030.96
449,207,2023-01-12 23:19:27,23017072.82
450,261,2024-12-07 10:15:13,373120.44
451,308,2023-03-11 11:12:20,31188964.99
452,332,2024-06-02 20:01:28,9251247.05
453,703,2023-01-07 04:08:40,3772979.3
454,406,2023-12-08 12:25:42,37823402.36
455,984,2024-08-05 22:25:39,32111515.41
456,199,2023-01-30 06:23:40,17982181.14
457,945,2023-12-05 12:18:14,9172298.95
458,939,2024-11-19 17:26:37,30531421.63
459,662,2024-04-30 01:17:40,15015899.12
460,160,2023-05-20 17:31:50,26111360.66
461,914,2024-10-04 16:46:14,7076278.17
462,474,2024-07-03 12:12:03,18081977.13
463,856,2024-02-28 02:02:22,44601439.45
464,579,2024-06-17 10:53:55,14953706.87
465,569,2024-11-25 11:29:13,42785715.22
466,214,2024-07-02 00:40:53,5406802.9
467,819,2024-08-14 12:04:39,12371123.68
468,993,2023-12-29 02:24:38,31154952.33
469,861,2023-06-02 10:12:40,34131014.32
470,385,2023-02-01 12:20:53,26851091.15
471,863,2024-10-03 19:27:08,46783455.37
472,621,2023-06-19 20:47:19,34596439.58
473,610,2024-02-03 06:49:20,12004454.55
474,723,2023-04-30 11:13:27,22850861.53
475,279,2023-11-19 01:09:05,40012803.94
476,509,2024-02-28 03:09:36,17518436.23
477,463,2023-09-01 13:31:44,21511404.36
478,538,2023-11-06 07:52:09,20284029.22
479,115,2023-11-06 06:22:19,11405275.04
480,797,2024-01-19 01:21:41,12298785.32
481,455,2023-07-26 03:22:17,21361967.04
482,819,2024-06-02 00:54:28,26499672.48
483,158,2024-05-09 18:12:23,19082531.9
484,946,2023-07-14 12:22:59,16259468.7
485,318,2024-05-10 19:03:52,368099.16
486,788,2023-12-02 05:13:01,21734763.19
487,693,2023-04-11 18:47:32,17271485.8
488,742,2023-05-16 07:28:14,48189804.01
489,397,2023-02-07 16:43:30,5128673.4
490,119,2024-12-31 19:01:04,26315026.79
491,955,2023-01-05 11:19:20,31402288.56
492,893,2023-02-15 21:38:14,34653733.59
493,479,2023-03-31 12:08:04,21742512.85
494,534,2023-02-17 03:45:13,15968973.73
495,24,2024-11-05 11:22:37,39464341.2
496,655,2024-08-14 11:21:53,10146260.64
497,206,2023-08-03 11:40:58,19226957.4
498,284,2023-07-17 10:26:00,16487830.97
499,792,2024-06-29 11:37:11,22902511.85
500,280,2024-03-27 04:17:00,30087557.88
501,281,2023-06-02 05:44:03,22722375.1
502,982,2023-04-28 00:33:19,28000435.59
503,527,2024-09-29 20:22:31,16416459.83
504,556,2023-04-15 07:31:16,11513128.64
505,327,2023-12-25 20:00:06,23354106.76
506,966,2023-10-05 05:09:14,4104613.06
507,588,2024-12-22 10:18:48,5878620.32
508,73,2023-09-08 06:14:09,29974522.57
509,914,2023-11-15 22:19:41,22965683.73
510,455,2023-12-13 19:40:54,5567389.64
511,30,2023-02-21 04:44:09,24265532.24
512,109,2024-04-27 01:50:13,39129561.89
513,89,2024-01-28 01:57:31,2643297.95
514,184,2024-03-12 14:16:09,26339933.65
515,913,2024-12-22 21:42:14,34900756.38
516,857,2024-08-29 22:55:05,12694447.74
517,632,2024-12-07 16:13:56,32280037.65
518,341,2023-12-31 11:22:32,23802839.24
519,81,2023-07-22 19:25:24,24204122.82
520,135,2024-04-21 20:40:21,14803519.56
521,100,2023-04-06 17:02:57,8438405.72
522,701,2024-04-11 11:18:03,48476913.57
523,482,2024-10-21 16:56:40,33535015.72
524,148,2023-08-26 08:08:53,30798383.96
525,935,2024-09-23 09:23:43,12118744.61
526,188,2024-01-08 14:16:30,45134074.05
527,808,2024-12-17 12:01:36,29931127.95
528,500,2023-11-29 16:30:12,24753173.73
529,487,2023-01-31 02:22:47,33772579.64
530,491,2023-04-26 12:47:44,20238066.3
531,290,2024-04-17 06:13:07,635380.64
532,589,2023-12-23 22:00:25,21136184.46
533,106,2023-05-11 18:29:37,7928703.67
534,334,2024-02-20 03:53:42,35451809.01
535,73,2024-07-23 23:38:44,37766625.2
536,473,2023-11-06 19:23:48,37396236.2
537,424,2024-02-15 21:30:02,12098330.46
538,250,2023-09-02 22:36:19,40184474.22
539,998,2024-07-15 05:47:23,10595697.08
540,68,2024-05-08 13:58:27,42742444.13
541,834,2023-12-15 07:34:54,14378312.63
542,442,2024-12-11 21:30:59,54212459.1
543,807,2024-03-21 20:39:05,13315803.77
544,711,2023-12-17 19:49:32,43104839.16
545,679,2023-08-30 06:18:06,25989797.66
546,758,2024-11-16 02:50:09,33337399.13
547,857,2024-12-29 20:54:20,43178858.69
548,607,2024-05-13 04:09:44,22237324.78
549,334,2024-09-02 16:51:14,6427953.92
550,842,2024-07-22 03:33:19,5461952.13
551,316,2024-03-31 06:24:51,30103257.62
552,613,2024-02-20 02:32:03,19250556.99
553,790,2023-04-22 21:42:52,27552130.5
554,507,2024-01-24 11:55:14,41475939.78
555,93,2024-10-22 02:14:18,47762017.7
556,909,2023-08-11 05:03:28,8641177.85
557,830,2024-08-17 23:09:39,17494068.13
558,677,2023-01-01 05:20:31,11141923.06
559,545,2023-06-02 16:29:32,11146159.85
560,631,2023-10-26 14:11:55,1927831.71
561,201,2024-08-14 16:16:50,39649233.39
562,307,2023-07-30 11:31:37,21184109.68
563,941,2024-08-06 11:05:17,10710797.9
564,92,2024-03-21 12:32:03,21537085.2
565,627,2024-08-19 00:17:44,34064333.38
566,868,2024-06-06 14:42:58,33169022.03
567,64,2023-05-11 10:42:39,10169827.13
568,992,2024-01-14 19:59:03,41239447.39
569,721,2023-02-24 00:01:50,28426252.23
570,113,2024-07-27 13:04:46,53278450.4
571,241,2023-10-16 01:08:07,23693520.39
572,404,2024-03-18 21:29:13,7312682.57
573,729,2024-10-02 11:34:57,21757874.61
574,391,2024-01-27 14:46:59,27499261.58
575,217,2024-03-21 19:50:49,37325168.95
576,487,2024-11-09 06:18:49,37164175.9
577,569,2023-05-23 06:51:11,38576935.54
578,861,2024-01-29 13:07:03,1880218.08
579,296,2024-03-03 05:37:00,13018691.75
580,138,2024-11-17 04:34:15,27420058.86
581,664,2023-01-12 02:36:43,7131456.6
582,739,2023-01-17 05:14:33,24000100.37
583,448,2024-05-13 23:57:15,1057411.22
584,141,2023-05-20 03:04:57,1608324.94
585,881,2024-10-19 15:08:27,12377444.2
586,953,2024-04-11 22:00:23,1892076.15
587,185,2024-03-11 22:41:30,42516649.21
588,435,2024-04-10 18:32:50,25686961.92
589,394,2024-07-19 16:23:08,52240650.13
590,191,2023-12-30 08:13:08,14415480.27
591,8,2024-03-10 22:00:42,22490595.85
592,868,2024-08-14 18:08:14,5139019.46
593,276,2023-08-31 18:16:02,21450714.27
594,591,2024-02-25 19:53:07,7684218.9
595,39,2024-01-11 01:13:05,38327837.98
596,722,2024-08-04 17:35:42,9893963.31
597,595,2024-01-13 04:07:12,5894228.97
598,146,2024-05-08 02:54:54,23548568.35
599,477,2024-06-23 10:10:24,42686523.54
600,536,2024-06-13 02:50:54,55293271.03
601,252,2024-09-16 03:13:12,32040166.67
602,760,2024-04-28 22:57:42,1483802.49
603,701,2024-11-10 02:50:34,34523391.04
604,818,2024-10-10 19:37:53,20166344.59
605,628,2024-08-16 11:22:39,23443755.24
606,548,2023-02-24 12:30:29,43129480.27
607,465,2023-01-12 17:04:15,23016720.21
