product_id,product_name,category,price
147,Product 147,Sports,4665789.43
148,Product 148,Sports,694992.04
149,Product 149,Beauty,1219865.61
150,Product 150,Beauty,3193343.42
151,Product 151,Electronics,509987.82
152,Product 152,Books,3589616.7
153,Product 153,Fashion,3409148.01
154,Product 154,Home,35855.42
155,Product 155,Home,2040468.18
156,Product 156,Accessories,2392468.12
157,Product 157,Beauty,3781996.19
158,Product 158,Sports,1612626.83
159,Product 159,Electronics,4540605.42
160,Product 160,Fashion,3264970.66
161,Product 161,Beauty,2680409.86
162,Product 162,Electronics,4567016.33
163,Product 163,Home,2095246.06
164,Product 164,Home,4670273.83
165,Product 165,Electronics,4985887.3
166,Product 166,Food,3941923.54
167,Product 167,Home,4683677.64
168,Product 168,Sports,4384948.41
169,Product 169,Electronics,1498977.13
170,Product 170,Fashion,4642989.68
171,Product 171,Books,1429962.65
172,Product 172,Accessories,4447407.22
173,Product 173,Home,4256788.1
174,Product 174,Accessories,1371457.04
175,Product 175,Fashion,1660113.64
176,Product 176,Accessories,3244943.84
177,Product 177,Home,80280.14
178,Product 178,Books,3955930.65
179,Product 179,Beauty,885719.62
180,Product 180,Food,4136679.23
181,Product 181,Books,442821.47
182,Product 182,Fashion,932058.19
183,Product 183,Home,2392495.95
184,Product 184,Beauty,44082.3
185,Product 185,Food,1185251.05
186,Product 186,Sports,4770633.77
187,Product 187,Sports,2916479.15
188,Product 188,Electronics,1315150.22
189,Product 189,Books,3466915.27
190,Product 190,Electronics,3342252.71
191,Product 191,Accessories,1540963.65
192,Product 192,Food,3433507.36
193,Product 193,Sports,3454548.98
194,Product 194,Sports,1844044.08
195,Product 195,Beauty,1103451.72
196,Product 196,Home,2396127.68
197,Product 197,Accessories,3741196.84
198,Product 198,Books,2085069.62
199,Product 199,Accessories,3789179.11
200,Product 200,Beauty,3811679.5
201,Product 201,Fashion,2632278.21
202,Product 202,Books,399732.58
203,Product 203,Fashion,318172.66
204,Product 204,Beauty,2867781.35
205,Product 205,Home,831040.41
206,Product 206,Accessories,590037.71
207,Product 207,Beauty,3587420.65
208,Product 208,Accessories,463798.81
209,Product 209,Accessories,4045373.5
210,Product 210,Accessories,668402.26
211,Product 211,Food,2289424.39
212,Product 212,Electronics,2798398.02
213,Product 213,Sports,3619167.6
214,Product 214,Food,1279741.52
215,Product 215,Electronics,3731564.37
216,Product 216,Fashion,235996.12
217,Product 217,Books,3504920.54
218,Product 218,Electronics,4673568.17
219,Product 219,Fashion,4930824.87
220,Product 220,Accessories,168357.01
221,Product 221,Food,908106.82
222,Product 222,Home,3831480.14
223,Product 223,Food,1878559.99
224,Product 224,Food,2248200.29
225,Product 225,Food,1884471.21
226,Product 226,Home,3271135.15
227,Product 227,Books,601979.5
228,Product 228,Food,2648924.27
229,Product 229,Beauty,4175759.84
230,Product 230,Electronics,4892668.51
231,Product 231,Accessories,3370764.29
232,Product 232,Food,2664348.71
233,Product 233,Beauty,1245085.07
234,Product 234,Books,784055.65
235,Product 235,Beauty,4687677.7
236,Product 236,Fashion,170764.4
237,Product 237,Food,3078466.8
238,Product 238,Electronics,1210924.81
239,Product 239,Fashion,513474.6
240,Product 240,Electronics,2237740.92
241,Product 241,Electronics,1231223.41
242,Product 242,Electronics,2017304.1
243,Product 243,Beauty,2703401.45
244,Product 244,Electronics,709276.52
245,Product 245,Sports,1178465.97
246,Product 246,Books,2891599.33
247,Product 247,Books,1192151.13
248,Product 248,Home,4928620.85
249,Product 249,Beauty,2073665.43
250,Product 250,Sports,314178.61
251,Product 251,Home,3133705.76
252,Product 252,Food,2783694.82
253,Product 253,Electronics,4861728.27
254,Product 254,Food,3931164.93
255,Product 255,Books,3484578.95
256,Product 256,Food,754595.86
257,Product 257,Food,927556.1
258,Product 258,Accessories,1212431.26
259,Product 259,Beauty,1510674.73
260,Product 260,Home,4030823.04
261,Product 261,Electronics,2816305.89
262,Product 262,Food,2790860.92
263,Product 263,Home,1948211.05
264,Product 264,Sports,1024650.3
265,Product 265,Fashion,4611908.26
266,Product 266,Books,471395.34
267,Product 267,Beauty,267167.78
268,Product 268,Food,3371622.88
269,Product 269,Electronics,4369366.09
270,Product 270,Beauty,4025206.58
271,Product 271,Beauty,2402177.09
272,Product 272,Books,1522908.25
273,Product 273,Electronics,1066920.78
274,Product 274,Beauty,4810767.01
275,Product 275,Fashion,3736927.35
276,Product 276,Accessories,4573062.07
277,Product 277,Beauty,1989193.98
278,Product 278,Beauty,2764875.67
279,Product 279,Sports,1909502.1
280,Product 280,Books,1549027.2
281,Product 281,Books,2568954.53
282,Product 282,Accessories,2335360.29
283,Product 283,Accessories,3810528.56
284,Product 284,Books,4572509.19
285,Product 285,Books,1571480.87
286,Product 286,Electronics,2816998.39
287,Product 287,Beauty,3708849.37
288,Product 288,Electronics,1311262.81
289,Product 289,Food,1483009.51
290,Product 290,Beauty,1656027.78
291,Product 291,Food,2853249.67
292,Product 292,Beauty,2501514.4
293,Product 293,Books,1294060.52
294,Product 294,Accessories,4832876.25
295,Product 295,Accessories,2309536.7
296,Product 296,Books,854635.9
297,Product 297,Accessories,928398.39
298,Product 298,Electronics,2624482.63
299,Product 299,Fashion,4726488.67
300,Product 300,Electronics,3824050.83
301,Product 301,Food,696082.74
302,Product 302,Beauty,349160.03
303,Product 303,Home,55615.89
304,Product 304,Accessories,1872271.46
305,Product 305,Accessories,3299828.87
306,Product 306,Electronics,42995.66
307,Product 307,Food,69136.33
308,Product 308,Sports,2683333.13
309,Product 309,Sports,95541.56
310,Product 310,Food,4032776.82
311,Product 311,Home,544011.98
312,Product 312,Fashion,2626683.15
313,Product 313,Beauty,967740.96
314,Product 314,Sports,4077919.81
315,Product 315,Sports,3976732.3
316,Product 316,Fashion,1871527.4
317,Product 317,Food,2300398.75
318,Product 318,Beauty,4951262.83
319,Product 319,Beauty,1506873.46
320,Product 320,Fashion,3272141.24
321,Product 321,Electronics,476567.52
322,Product 322,Food,1892076.15
323,Product 323,Accessories,290013.55
324,Product 324,Electronics,3517197.3
325,Product 325,Fashion,2504293.38
326,Product 326,Food,3228087.14
327,Product 327,Books,2833624.57
328,Product 328,Fashion,4475008.15
329,Product 329,Electronics,1156534.82
330,Product 330,Accessories,1362764.31
331,Product 331,Fashion,3425299.43
332,Product 332,Sports,4497565.14
333,Product 333,Electronics,904978.97
334,Product 334,Books,88133.9
335,Product 335,Beauty,2939310.16
336,Product 336,Food,4645085.95
337,Product 337,Sports,820626.75
338,Product 338,Beauty,2837812.64
339,Product 339,Food,3388404.48
340,Product 340,Books,1925392.61
341,Product 341,Home,3954585.45
342,Product 342,Fashion,2508956.33
343,Product 343,Books,277945.2
344,Product 344,Food,1168398.58
345,Product 345,Fashion,1709557.8
346,Product 346,Food,4844913.43
347,Product 347,Books,157832.04
348,Product 348,Sports,3919905.21
349,Product 349,Accessories,2458111.25
350,Product 350,Books,2769658.25
351,Product 351,Food,2164921.25
352,Product 352,Food,437613.65
353,Product 353,Sports,3992295.32
354,Product 354,Fashion,419369.67
355,Product 355,Home,1906199.97
356,Product 356,Home,3700879.89
357,Product 357,Books,1809894.14
358,Product 358,Fashion,35924.16
359,Product 359,Sports,2229231.97
360,Product 360,Sports,520134.76
361,Product 361,Fashion,945085.0
362,Product 362,Accessories,2789355.31
363,Product 363,Food,525431.71
364,Product 364,Fashion,1776032.29
365,Product 365,Fashion,2988653.53
366,Product 366,Books,4319953.7
367,Product 367,Electronics,1466318.28
368,Product 368,Food,3898053.84
369,Product 369,Beauty,2864082.55
370,Product 370,Home,3429726.8
371,Product 371,Home,702811.89
372,Product 372,Sports,1349349.92
373,Product 373,Home,325703.08
374,Product 374,Food,1387049.74
375,Product 375,Sports,2426314.26
376,Product 376,Fashion,1812013.31
377,Product 377,Beauty,3607288.27
378,Product 378,Accessories,2973093.93
379,Product 379,Beauty,2294729.55
380,Product 380,Home,1530243.4
381,Product 381,Food,1667763.9
382,Product 382,Food,4022341.55
383,Product 383,Books,2206712.38
384,Product 384,Food,4079222.6
385,Product 385,Home,1509172.07
386,Product 386,Beauty,2400258.61
387,Product 387,Home,4823227.37
388,Product 388,Books,1464326.28
389,Product 389,Accessories,4839137.8
390,Product 390,Beauty,1636172.32
391,Product 391,Sports,4084307.63
392,Product 392,Food,1831427.53
393,Product 393,Beauty,2965212.9
394,Product 394,Home,3411746.04
395,Product 395,Electronics,4765493.01
396,Product 396,Accessories,4715444.83
397,Product 397,Beauty,2197890.22
398,Product 398,Sports,4158096.23
399,Product 399,Fashion,4096638.18
400,Product 400,Food,3368158.49
401,Product 401,Home,3170346.84
402,Product 402,Beauty,1270881.61
403,Product 403,Home,3579029.59
404,Product 404,Food,379086.03
405,Product 405,Accessories,2915397.66
406,Product 406,Food,2722789.56
407,Product 407,Books,3511155.09
408,Product 408,Fashion,555753.43
409,Product 409,Beauty,3291432.21
410,Product 410,Books,840029.08
411,Product 411,Electronics,2820469.26
412,Product 412,Food,4834387.56
413,Product 413,Books,4828926.72
414,Product 414,Food,538663.31
415,Product 415,Fashion,1301104.47
416,Product 416,Beauty,2234434.97
417,Product 417,Food,2320685.41
418,Product 418,Home,1731387.26
419,Product 419,Electronics,2419027.71
420,Product 420,Sports,2085717.39
421,Product 421,Fashion,589186.0
422,Product 422,Home,1748159.98
423,Product 423,Books,2282109.85
424,Product 424,Beauty,2610363.0
425,Product 425,Books,2386051.03
426,Product 426,Accessories,3612749.78
427,Product 427,Accessories,1601358.28
428,Product 428,Sports,232968.43
429,Product 429,Fashion,122699.72
430,Product 430,Books,3243369.89
431,Product 431,Home,4650313.01
432,Product 432,Beauty,2584809.57
433,Product 433,Home,1661638.38
434,Product 434,Food,4792728.48
435,Product 435,Beauty,3990801.38
436,Product 436,Home,940070.76
437,Product 437,Food,1983956.07
438,Product 438,Beauty,2253379.31
439,Product 439,Food,1950290.54
440,Product 440,Beauty,1036864.55
441,Product 441,Fashion,2890966.05
442,Product 442,Home,1835307.22
443,Product 443,Beauty,2293176.61
444,Product 444,Sports,3356800.13
445,Product 445,Accessories,2643297.95
446,Product 446,Books,2988884.44
447,Product 447,Food,2939153.53
448,Product 448,Books,1766404.77
449,Product 449,Accessories,3090639.77
450,Product 450,Sports,4594226.07
451,Product 451,Fashion,3363829.31
452,Product 452,Books,598129.65
453,Product 453,Sports,593575.03
454,Product 454,Books,3470248.34
455,Product 455,Food,2097013.14
456,Product 456,Home,2878282.16
457,Product 457,Food,936910.96
458,Product 458,Home,2779013.75
459,Product 459,Accessories,1451285.52
460,Product 460,Home,1579754.27
461,Product 461,Accessories,3100855.79
462,Product 462,Books,4759691.33
463,Product 463,Accessories,691308.23
464,Product 464,Food,4819507.16
465,Product 465,Accessories,2051580.4
466,Product 466,Accessories,2083995.87
467,Product 467,Accessories,2448610.56
468,Product 468,Fashion,2831335.02
469,Product 469,Beauty,1467528.65
470,Product 470,Sports,1131968.65
471,Product 471,Sports,849362.8
472,Product 472,Accessories,2832595.8
473,Product 473,Accessories,2753133.66
474,Product 474,Fashion,2867843.13
475,Product 475,Sports,3877814.01
476,Product 476,Books,2714796.46
477,Product 477,Electronics,3802420.61
478,Product 478,Accessories,2736302.84
479,Product 479,Food,521058.03
480,Product 480,Beauty,1495567.59
481,Product 481,Electronics,2254164.39
482,Product 482,Books,4312376.13
483,Product 483,Fashion,2200958.82
484,Product 484,Fashion,3880401.93
485,Product 485,Beauty,1057292.06
486,Product 486,Books,4306632.99
487,Product 487,Food,838248.27
488,Product 488,Home,3926398.06
489,Product 489,Beauty,4029148.06
490,Product 490,Books,2666081.18
491,Product 491,Home,1625031.54
492,Product 492,Sports,1453772.88
493,Product 493,Sports,4762462.75
494,Product 494,Fashion,686588.64
495,Product 495,Food,4594655.87
496,Product 496,Sports,4336567.48
497,Product 497,Home,3510118.37
498,Product 498,Home,1255889.44
499,Product 499,Books,4144124.2
500,Product 500,Food,2452399.04
501,Product 501,Sports,3142785.98
502,Product 502,Food,2265438.7
503,Product 503,Fashion,2020225.36
504,Product 504,Sports,3476571.04
505,Product 505,Books,2278931.29
506,Product 506,Accessories,1643173.51
507,Product 507,Electronics,4345849.74
508,Product 508,Fashion,3657350.37
509,Product 509,Accessories,3177854.32
510,Product 510,Books,4252030.14
511,Product 511,Food,1096971.38
512,Product 512,Food,4125989.76
513,Product 513,Accessories,1349998.82
514,Product 514,Sports,1695398.22
515,Product 515,Home,2835049.13
516,Product 516,Accessories,3943635.23
517,Product 517,Electronics,239255.2
518,Product 518,Accessories,91243.95
519,Product 519,Home,2212016.88
520,Product 520,Electronics,4959272.81
521,Product 521,Food,1019567.85
522,Product 522,Home,4411917.34
523,Product 523,Sports,803297.54
524,Product 524,Sports,475766.52
525,Product 525,Books,1259442.5
526,Product 526,Books,3325898.97
527,Product 527,Home,268418.5
528,Product 528,Sports,3632681.93
529,Product 529,Beauty,2151862.39
530,Product 530,Fashion,3521453.22
531,Product 531,Electronics,1074971.67
532,Product 532,Fashion,672171.96
533,Product 533,Beauty,2602026.83
534,Product 534,Accessories,56341.87
535,Product 535,Books,4087374.04
536,Product 536,Food,3473214.7
537,Product 537,Accessories,363433.24
538,Product 538,Food,455762.09
539,Product 539,Fashion,524975.65
540,Product 540,Books,4406135.08
541,Product 541,Home,1919778.04
542,Product 542,Home,3211464.98
543,Product 543,Home,351373.92
544,Product 544,Electronics,3055493.0
545,Product 545,Home,2206096.11
546,Product 546,Beauty,3144119.39
547,Product 547,Home,4600271.68
548,Product 548,Accessories,4301213.0
549,Product 549,Fashion,4483998.8
550,Product 550,Home,3764703.78
551,Product 551,Food,1764162.85
552,Product 552,Food,1579373.3
553,Product 553,Home,1246454.01
554,Product 554,Fashion,1248353.47
555,Product 555,Sports,3897058.57
556,Product 556,Electronics,4240981.6
557,Product 557,Sports,1035174.13
558,Product 558,Beauty,3741739.77
559,Product 559,Sports,3234387.18
560,Product 560,Beauty,2479489.72
561,Product 561,Fashion,1212997.96
562,Product 562,Fashion,2646149.64
563,Product 563,Electronics,4934543.84
564,Product 564,Books,668594.57
565,Product 565,Food,1833408.19
566,Product 566,Home,3816002.43
567,Product 567,Fashion,93280.11
568,Product 568,Fashion,78829.19
569,Product 569,Beauty,208736.04
570,Product 570,Electronics,4743913.18
571,Product 571,Food,2537986.92
572,Product 572,Food,2123640.42
573,Product 573,Food,421314.78
574,Product 574,Home,1394564.0
575,Product 575,Sports,404317.59
576,Product 576,Beauty,4871823.79
577,Product 577,Home,2686586.96
578,Product 578,Food,2936321.44
579,Product 579,Fashion,1557745.77
580,Product 580,Food,3652492.3
581,Product 581,Beauty,298950.66
582,Product 582,Fashion,4623892.49
583,Product 583,Fashion,2272325.49
584,Product 584,Electronics,1553357.42
585,Product 585,Home,606020.6
586,Product 586,Home,3510483.06
587,Product 587,Home,2487100.53
588,Product 588,Books,2619796.76
589,Product 589,Sports,843145.14
590,Product 590,Home,3751384.16
591,Product 591,Sports,3667349.83
592,Product 592,Fashion,3859437.15
593,Product 593,Electronics,1681705.02
594,Product 594,Food,1367183.17
595,Product 595,Fashion,1322118.76
596,Product 596,Fashion,2485776.37
597,Product 597,Books,286641.16
598,Product 598,Home,1844762.01
599,Product 599,Sports,3868911.48
600,Product 600,Fashion,1149738.07
601,Product 601,Electronics,229749.16
602,Product 602,Electronics,1230311.74
603,Product 603,Accessories,1826242.72
604,Product 604,Home,903015.06
605,Product 605,Electronics,2768795.29
606,Product 606,Food,1130331.42
607,Product 607,Beauty,2087120.43
608,Product 608,Books,1363577.21
609,Product 609,Fashion,2861964.45
610,Product 610,Fashion,2515184.3
611,Product 611,Electronics,904928.31
612,Product 612,Electronics,4770856.24
613,Product 613,Fashion,4386186.28
614,Product 614,Sports,3869902.12
615,Product 615,Sports,1643231.6
616,Product 616,Accessories,49766.18
617,Product 617,Beauty,1465059.5
618,Product 618,Sports,3700484.17
619,Product 619,Beauty,2324994.19
620,Product 620,Accessories,4988957.71
621,Product 621,Beauty,3664992.05
622,Product 622,Beauty,761326.22
623,Product 623,Food,129312.18
624,Product 624,Books,3183349.78
625,Product 625,Electronics,4755441.41
626,Product 626,Electronics,3797056.47
627,Product 627,Food,4246539.88
628,Product 628,Sports,528705.61
629,Product 629,Beauty,2104881.05
630,Product 630,Electronics,4863070.59
631,Product 631,Home,3561145.85
632,Product 632,Fashion,229062.33
633,Product 633,Beauty,4487464.48
634,Product 634,Food,3507226.08
635,Product 635,Books,2297705.56
636,Product 636,Fashion,2908045.43
637,Product 637,Home,3189706.24
638,Product 638,Food,383404.12
639,Product 639,Electronics,2180564.56
640,Product 640,Home,1191490.96
641,Product 641,Sports,4256059.39
642,Product 642,Food,3506620.78
643,Product 643,Books,1597108.02
644,Product 644,Sports,1175720.02
645,Product 645,Beauty,689198.11
646,Product 646,Fashion,785498.65
647,Product 647,Home,2253338.07
648,Product 648,Books,2038497.63
649,Product 649,Books,4823527.26
650,Product 650,Beauty,2265066.21
651,Product 651,Accessories,1332389.56
652,Product 652,Fashion,461200.23
653,Product 653,Sports,4133669.57
654,Product 654,Electronics,1082953.74
655,Product 655,Books,750135.75
656,Product 656,Beauty,4842316.02
657,Product 657,Food,2572163.78
658,Product 658,Sports,1308232.3
659,Product 659,Home,165099.65
660,Product 660,Food,4274460.51
661,Product 661,Beauty,482679.13
662,Product 662,Fashion,4021444.8
663,Product 663,Home,616051.74
664,Product 664,Electronics,4153557.94
665,Product 665,Beauty,662269.04
666,Product 666,Food,1867476.32
667,Product 667,Fashion,2915795.77
668,Product 668,Sports,4587968.62
669,Product 669,Fashion,118782.91
670,Product 670,Fashion,996774.18
671,Product 671,Accessories,4048400.34
672,Product 672,Fashion,4526339.07
673,Product 673,Books,621413.02
674,Product 674,Accessories,262682.13
675,Product 675,Food,4110210.15
676,Product 676,Food,2485670.69
677,Product 677,Food,3419232.45
678,Product 678,Home,1776176.83
679,Product 679,Home,1382159.03
680,Product 680,Accessories,4418284.76
681,Product 681,Electronics,3074391.82
682,Product 682,Beauty,3239919.22
683,Product 683,Accessories,2065841.11
684,Product 684,Accessories,314285.55
685,Product 685,Sports,1921246.23
686,Product 686,Food,1005294.46
687,Product 687,Beauty,3157464.4
688,Product 688,Electronics,4947124.04
689,Product 689,Books,2403625.35
690,Product 690,Accessories,1726730.26
691,Product 691,Books,1948022.56
692,Product 692,Home,140054.21
693,Product 693,Beauty,156224.27
694,Product 694,Sports,302370.24
695,Product 695,Accessories,2651867.14
696,Product 696,Beauty,4870159.51
697,Product 697,Fashion,1246806.7
698,Product 698,Beauty,1339969.74
699,Product 699,Electronics,3822608.12
700,Product 700,Beauty,2882703.62
701,Product 701,Food,1780475.13
702,Product 702,Home,888740.83
703,Product 703,Books,4032989.02
704,Product 704,Books,4570760.22
705,Product 705,Electronics,3520229.89
706,Product 706,Books,4738318.09
707,Product 707,Home,2819913.37
708,Product 708,Beauty,4185117.24
709,Product 709,Accessories,2715201.76
710,Product 710,Home,2457277.74
711,Product 711,Fashion,290278.2
712,Product 712,Beauty,109440.67
713,Product 713,Accessories,13410.65
714,Product 714,Beauty,4034162.61
715,Product 715,Books,3587518.79
716,Product 716,Books,307184.25
717,Product 717,Home,2937179.78
718,Product 718,Home,3874088.83
719,Product 719,Books,4803188.16
720,Product 720,Books,3525644.67
721,Product 721,Food,2934223.15
722,Product 722,Books,1515808.12
723,Product 723,Home,4879544.75
724,Product 724,Food,3961294.2
725,Product 725,Accessories,3249409.53
726,Product 726,Home,3538842.78
727,Product 727,Books,1123953.7
728,Product 728,Home,1898136.7
729,Product 729,Sports,645468.34
730,Product 730,Electronics,4744452.64
731,Product 731,Food,4255277.26
732,Product 732,Electronics,918587.96
733,Product 733,Books,4605980.7
734,Product 734,Beauty,3201837.4
735,Product 735,Fashion,4684072.09
736,Product 736,Home,1662530.45
737,Product 737,Fashion,1197599.67
738,Product 738,Books,847758.21
739,Product 739,Fashion,4110092.41
740,Product 740,Books,2238683.37
741,Product 741,Sports,1056324.58
742,Product 742,Fashion,1758901.0
743,Product 743,Fashion,3604863.8
744,Product 744,Electronics,1935826.12
745,Product 745,Food,4845818.11
746,Product 746,Food,2470479.15
747,Product 747,Food,1762643.53
748,Product 748,Food,516128.51
749,Product 749,Accessories,3945762.67
750,Product 750,Beauty,821655.99
751,Product 751,Fashion,3997980.88
752,Product 752,Electronics,1481593.98
753,Product 753,Books,1313027.27
754,Product 754,Fashion,380260.0
755,Product 755,Home,4440777.03
756,Product 756,Home,3662605.58
757,Product 757,Fashion,1696373.42
758,Product 758,Accessories,3525478.19
759,Product 759,Food,4712786.87
760,Product 760,Home,3040514.95
761,Product 761,Food,793947.85
762,Product 762,Fashion,1662161.95
763,Product 763,Beauty,2052306.53
764,Product 764,Sports,3306383.48
765,Product 765,Sports,1195365.94
766,Product 766,Electronics,1970582.05
767,Product 767,Accessories,776413.77
768,Product 768,Books,29039.71
769,Product 769,Fashion,1479801.75
770,Product 770,Accessories,1006377.26
771,Product 771,Electronics,1042695.38
772,Product 772,Sports,4885517.9
773,Product 773,Accessories,4220407.68
774,Product 774,Sports,3926534.1
775,Product 775,Accessories,2450593.09
776,Product 776,Sports,464773.02
777,Product 777,Food,932557.29
778,Product 778,Food,1853314.31
779,Product 779,Accessories,232638.45
780,Product 780,Accessories,2330639.2
781,Product 781,Beauty,4187022.97
782,Product 782,Electronics,764142.07
783,Product 783,Fashion,437679.49
784,Product 784,Books,4042818.99
785,Product 785,Food,4853820.63
786,Product 786,Beauty,2772473.51
787,Product 787,Food,4093842.02
788,Product 788,Food,4828482.24
789,Product 789,Accessories,2867844.31
790,Product 790,Beauty,2386548.78
791,Product 791,Fashion,1980073.78
792,Product 792,Electronics,2515486.34
793,Product 793,Home,610206.56
794,Product 794,Accessories,872666.07
795,Product 795,Home,4861102.74
796,Product 796,Beauty,639668.13
797,Product 797,Food,401058.93
798,Product 798,Food,1017577.21
799,Product 799,Home,4172199.51
800,Product 800,Sports,1605549.95
801,Product 801,Fashion,444266.93
802,Product 802,Food,2764750.42
803,Product 803,Sports,2603244.01
804,Product 804,Electronics,3934887.69
805,Product 805,Food,571469.02
806,Product 806,Home,749516.71
807,Product 807,Fashion,4625391.55
808,Product 808,Fashion,3930870.7
809,Product 809,Books,4390688.88
810,Product 810,Sports,1921386.93
811,Product 811,Accessories,2864395.97
812,Product 812,Accessories,196953.7
813,Product 813,Sports,2020840.05
814,Product 814,Food,203524.84
815,Product 815,Books,3455663.63
816,Product 816,Electronics,3731291.6
817,Product 817,Sports,4486186.5
818,Product 818,Electronics,1695951.75
819,Product 819,Sports,1561637.0
820,Product 820,Accessories,4292591.57
821,Product 821,Fashion,4862758.25
822,Product 822,Beauty,680583.75
823,Product 823,Accessories,3872414.19
824,Product 824,Books,1354405.71
825,Product 825,Food,3028845.87
826,Product 826,Fashion,947799.1
827,Product 827,Beauty,4568029.7
828,Product 828,Food,3707314.55
