product_key,product_id,product_name,category,price
5063,63,Product 63,Fashion,3446181.72
5064,64,Product 64,Home,2203631.44
5065,65,Product 65,Accessories,2327566.37
5066,66,Product 66,Books,3037234.71
5067,67,Product 67,Books,4308810.53
5068,68,Product 68,Books,3673656.78
5069,69,Product 69,Books,4877116.9
5070,70,Product 70,Home,3805718.32
5071,71,Product 71,Fashion,1602388.27
5072,72,Product 72,Accessories,621384.33
5073,73,Product 73,Accessories,1247115.22
5074,74,Product 74,Fashion,262520.41
5075,75,Product 75,Food,4322177.61
5076,76,Product 76,Food,1248868.7
5077,77,Product 77,Home,4069254.45
5078,78,Product 78,Books,957272.17
5079,79,Product 79,Home,2496345.05
5080,80,Product 80,Accessories,2498810.94
5081,81,Product 81,Sports,2491877.66
5082,82,Product 82,Fashion,4726711.69
5083,83,Product 83,Accessories,4833766.29
5084,84,Product 84,Beauty,2920887.12
5085,85,Product 85,Electronics,262196.62
5086,86,Product 86,Accessories,2991618.67
5087,87,Product 87,Accessories,1435884.42
5088,88,Product 88,Electronics,4237390.1
5089,89,Product 89,Food,678335.37
5090,90,Product 90,Sports,3640265.24
5091,91,Product 91,Food,1836027.39
5092,92,Product 92,Food,265276.86
5093,93,Product 93,Beauty,1818993.64
5094,94,Product 94,Sports,376923.43
5095,95,Product 95,Accessories,3824376.53
5096,96,Product 96,Sports,4128303.48
5097,97,Product 97,Fashion,652030.32
5098,98,Product 98,Fashion,1975579.53
5099,99,Product 99,Books,2793580.87
5100,100,Product 100,Books,3777276.21
5101,101,Product 101,Beauty,3016290.13
5102,102,Product 102,Food,2505388.74
5103,103,Product 103,Electronics,204180.69
5104,104,Product 104,Books,4021789.62
5105,105,Product 105,Accessories,753213.92
5106,106,Product 106,Home,1646549.58
5107,107,Product 107,Books,820885.21
5108,108,Product 108,Sports,2972686.03
5109,109,Product 109,Accessories,3546611.63
5110,110,Product 110,Sports,2379714.07
5111,111,Product 111,Electronics,1848105.47
5112,112,Product 112,Fashion,4899691.18
5113,113,Product 113,Sports,3985806.52
5114,114,Product 114,Electronics,2988578.98
5115,115,Product 115,Sports,4835682.77
5116,116,Product 116,Beauty,3609786.56
5117,117,Product 117,Accessories,860855.19
5118,118,Product 118,Food,747400.78
5119,119,Product 119,Beauty,167536.86
5120,120,Product 120,Fashion,962013.8
5121,121,Product 121,Accessories,1575325.49
5122,122,Product 122,Home,2070670.95
5123,123,Product 123,Beauty,2057783.27
5124,124,Product 124,Accessories,4365360.37
5125,125,Product 125,Electronics,3531818.41
5126,126,Product 126,Beauty,2808825.0
5127,127,Product 127,Accessories,2632130.99
5128,128,Product 128,Books,4783860.61
5129,129,Product 129,Accessories,4561499.56
5130,130,Product 130,Books,2735903.36
5131,131,Product 131,Sports,3054282.13
5132,132,Product 132,Beauty,4787113.61
5133,133,Product 133,Sports,2794852.39
5134,134,Product 134,Beauty,4708012.88
5135,135,Product 135,Sports,3858159.6
5136,136,Product 136,Beauty,3454297.16
5137,137,Product 137,Accessories,1592033.32
5138,138,Product 138,Books,2806833.08
5139,139,Product 139,Sports,1446068.98
5140,140,Product 140,Food,4479844.7
5141,141,Product 141,Food,4093703.53
5142,142,Product 142,Home,1459358.73
5143,143,Product 143,Sports,4777015.45
5144,144,Product 144,Fashion,1738353.94
5145,145,Product 145,Accessories,3283300.53
5146,146,Product 146,Accessories,1077794.17
5147,147,Product 147,Sports,4665789.43
5148,148,Product 148,Sports,694992.04
5149,149,Product 149,Beauty,1219865.61
5150,150,Product 150,Beauty,3193343.42
5151,151,Product 151,Electronics,509987.82
5152,152,Product 152,Books,3589616.7
5153,153,Product 153,Fashion,3409148.01
5154,154,Product 154,Home,35855.42
5155,155,Product 155,Home,2040468.18
5156,156,Product 156,Accessories,2392468.12
5157,157,Product 157,Beauty,3781996.19
5158,470,Product 470,Sports,1131968.65
5159,471,Product 471,Sports,849362.8
5160,472,Product 472,Accessories,2832595.8
5161,473,Product 473,Accessories,2753133.66
5162,474,Product 474,Fashion,2867843.13
5163,475,Product 475,Sports,3877814.01
5164,476,Product 476,Books,2714796.46
5165,477,Product 477,Electronics,3802420.61
5166,478,Product 478,Accessories,2736302.84
5167,479,Product 479,Food,521058.03
5168,480,Product 480,Beauty,1495567.59
5169,481,Product 481,Electronics,2254164.39
5170,482,Product 482,Books,4312376.13
5171,483,Product 483,Fashion,2200958.82
5172,484,Product 484,Fashion,3880401.93
5173,485,Product 485,Beauty,1057292.06
5174,486,Product 486,Books,4306632.99
5175,487,Product 487,Food,838248.27
5176,488,Product 488,Home,3926398.06
5177,489,Product 489,Beauty,4029148.06
5178,490,Product 490,Books,2666081.18
5179,491,Product 491,Home,1625031.54
5180,492,Product 492,Sports,1453772.88
5181,493,Product 493,Sports,4762462.75
5182,494,Product 494,Fashion,686588.64
5183,495,Product 495,Food,4594655.87
5184,496,Product 496,Sports,4336567.48
5185,497,Product 497,Home,3510118.37
5186,498,Product 498,Home,1255889.44
5187,499,Product 499,Books,4144124.2
5188,500,Product 500,Food,2452399.04
5189,501,Product 501,Sports,3142785.98
5190,502,Product 502,Food,2265438.7
5191,503,Product 503,Fashion,2020225.36
5192,504,Product 504,Sports,3476571.04
5193,505,Product 505,Books,2278931.29
5194,506,Product 506,Accessories,1643173.51
5195,507,Product 507,Electronics,4345849.74
5196,508,Product 508,Fashion,3657350.37
5197,509,Product 509,Accessories,3177854.32
5198,510,Product 510,Books,4252030.14
5199,511,Product 511,Food,1096971.38
5200,512,Product 512,Food,4125989.76
5201,513,Product 513,Accessories,1349998.82
5202,514,Product 514,Sports,1695398.22
5203,515,Product 515,Home,2835049.13
5204,516,Product 516,Accessories,3943635.23
5205,517,Product 517,Electronics,239255.2
5206,518,Product 518,Accessories,91243.95
5207,519,Product 519,Home,2212016.88
5208,520,Product 520,Electronics,4959272.81
5209,521,Product 521,Food,1019567.85
5210,522,Product 522,Home,4411917.34
5211,523,Product 523,Sports,803297.54
5212,524,Product 524,Sports,475766.52
5213,525,Product 525,Books,1259442.5
5214,526,Product 526,Books,3325898.97
5215,527,Product 527,Home,268418.5
5216,528,Product 528,Sports,3632681.93
5217,529,Product 529,Beauty,2151862.39
5218,530,Product 530,Fashion,3521453.22
5219,531,Product 531,Electronics,1074971.67
5220,532,Product 532,Fashion,672171.96
5221,533,Product 533,Beauty,2602026.83
5222,534,Product 534,Accessories,56341.87
5223,535,Product 535,Books,4087374.04
5224,536,Product 536,Food,3473214.7
5225,537,Product 537,Accessories,363433.24
5226,538,Product 538,Food,455762.09
5227,539,Product 539,Fashion,524975.65
5228,540,Product 540,Books,4406135.08
5229,541,Product 541,Home,1919778.04
5230,542,Product 542,Home,3211464.98
5231,543,Product 543,Home,351373.92
5232,544,Product 544,Electronics,3055493.0
5233,545,Product 545,Home,2206096.11
5234,546,Product 546,Beauty,3144119.39
5235,547,Product 547,Home,4600271.68
5236,548,Product 548,Accessories,4301213.0
5237,549,Product 549,Fashion,4483998.8
5238,550,Product 550,Home,3764703.78
5239,551,Product 551,Food,1764162.85
5240,552,Product 552,Food,1579373.3
5241,553,Product 553,Home,1246454.01
5242,554,Product 554,Fashion,1248353.47
5243,555,Product 555,Sports,3897058.57
5244,556,Product 556,Electronics,4240981.6
5245,557,Product 557,Sports,1035174.13
5246,558,Product 558,Beauty,3741739.77
5247,559,Product 559,Sports,3234387.18
5248,560,Product 560,Beauty,2479489.72
5249,561,Product 561,Fashion,1212997.96
5250,562,Product 562,Fashion,2646149.64
5251,563,Product 563,Electronics,4934543.84
5252,564,Product 564,Books,668594.57
5253,565,Product 565,Food,1833408.19
5254,566,Product 566,Home,3816002.43
5255,567,Product 567,Fashion,93280.11
5256,568,Product 568,Fashion,78829.19
5257,569,Product 569,Beauty,208736.04
5258,570,Product 570,Electronics,4743913.18
5259,571,Product 571,Food,2537986.92
5260,572,Product 572,Food,2123640.42
5261,573,Product 573,Food,421314.78
5262,574,Product 574,Home,1394564.0
5263,575,Product 575,Sports,404317.59
5264,576,Product 576,Beauty,4871823.79
5265,577,Product 577,Home,2686586.96
5266,578,Product 578,Food,2936321.44
5267,579,Product 579,Fashion,1557745.77
5268,580,Product 580,Food,3652492.3
5269,581,Product 581,Beauty,298950.66
5270,582,Product 582,Fashion,4623892.49
5271,583,Product 583,Fashion,2272325.49
5272,584,Product 584,Electronics,1553357.42
5273,585,Product 585,Home,606020.6
5274,586,Product 586,Home,3510483.06
5275,587,Product 587,Home,2487100.53
5276,588,Product 588,Books,2619796.76
5277,589,Product 589,Sports,843145.14
5278,590,Product 590,Home,3751384.16
5279,591,Product 591,Sports,3667349.83
5280,592,Product 592,Fashion,3859437.15
5281,593,Product 593,Electronics,1681705.02
5282,594,Product 594,Food,1367183.17
5283,595,Product 595,Fashion,1322118.76
5284,596,Product 596,Fashion,2485776.37
5285,597,Product 597,Books,286641.16
5286,598,Product 598,Home,1844762.01
5287,599,Product 599,Sports,3868911.48
5288,600,Product 600,Fashion,1149738.07
5289,601,Product 601,Electronics,229749.16
5290,602,Product 602,Electronics,1230311.74
5291,603,Product 603,Accessories,1826242.72
5292,604,Product 604,Home,903015.06
5293,605,Product 605,Electronics,2768795.29
5294,606,Product 606,Food,1130331.42
5295,607,Product 607,Beauty,2087120.43
5296,608,Product 608,Books,1363577.21
5297,609,Product 609,Fashion,2861964.45
5298,610,Product 610,Fashion,2515184.3
5299,611,Product 611,Electronics,904928.31
5300,612,Product 612,Electronics,4770856.24
5301,613,Product 613,Fashion,4386186.28
5302,614,Product 614,Sports,3869902.12
5303,615,Product 615,Sports,1643231.6
5304,616,Product 616,Accessories,49766.18
5305,617,Product 617,Beauty,1465059.5
5306,618,Product 618,Sports,3700484.17
5307,619,Product 619,Beauty,2324994.19
5308,620,Product 620,Accessories,4988957.71
5309,621,Product 621,Beauty,3664992.05
5310,622,Product 622,Beauty,761326.22
5311,623,Product 623,Food,129312.18
5312,624,Product 624,Books,3183349.78
5313,625,Product 625,Electronics,4755441.41
5314,626,Product 626,Electronics,3797056.47
5315,627,Product 627,Food,4246539.88
5316,628,Product 628,Sports,528705.61
5317,629,Product 629,Beauty,2104881.05
5318,630,Product 630,Electronics,4863070.59
5319,631,Product 631,Home,3561145.85
5320,632,Product 632,Fashion,229062.33
5321,633,Product 633,Beauty,4487464.48
5322,634,Product 634,Food,3507226.08
5323,635,Product 635,Books,2297705.56
5324,636,Product 636,Fashion,2908045.43
5325,637,Product 637,Home,3189706.24
5326,638,Product 638,Food,383404.12
5327,639,Product 639,Electronics,2180564.56
5328,640,Product 640,Home,1191490.96
5329,641,Product 641,Sports,4256059.39
5330,642,Product 642,Food,3506620.78
5331,643,Product 643,Books,1597108.02
5332,644,Product 644,Sports,1175720.02
5333,645,Product 645,Beauty,689198.11
5334,646,Product 646,Fashion,785498.65
5335,647,Product 647,Home,2253338.07
5336,648,Product 648,Books,2038497.63
5337,649,Product 649,Books,4823527.26
5338,650,Product 650,Beauty,2265066.21
5339,651,Product 651,Accessories,1332389.56
5340,652,Product 652,Fashion,461200.23
5341,653,Product 653,Sports,4133669.57
5342,654,Product 654,Electronics,1082953.74
5343,655,Product 655,Books,750135.75
5344,656,Product 656,Beauty,4842316.02
5345,657,Product 657,Food,2572163.78
5346,658,Product 658,Sports,1308232.3
5347,659,Product 659,Home,165099.65
5348,660,Product 660,Food,4274460.51
5349,661,Product 661,Beauty,482679.13
5350,662,Product 662,Fashion,4021444.8
5351,663,Product 663,Home,616051.74
5352,664,Product 664,Electronics,4153557.94
5353,665,Product 665,Beauty,662269.04
5354,666,Product 666,Food,1867476.32
5355,667,Product 667,Fashion,2915795.77
5356,668,Product 668,Sports,4587968.62
5357,669,Product 669,Fashion,118782.91
5358,670,Product 670,Fashion,996774.18
5359,671,Product 671,Accessories,4048400.34
5360,672,Product 672,Fashion,4526339.07
5361,673,Product 673,Books,621413.02
5362,674,Product 674,Accessories,262682.13
5363,675,Product 675,Food,4110210.15
5364,676,Product 676,Food,2485670.69
5365,677,Product 677,Food,3419232.45
5366,678,Product 678,Home,1776176.83
5367,679,Product 679,Home,1382159.03
5368,680,Product 680,Accessories,4418284.76
5369,681,Product 681,Electronics,3074391.82
5370,682,Product 682,Beauty,3239919.22
5371,683,Product 683,Accessories,2065841.11
5372,684,Product 684,Accessories,314285.55
5373,685,Product 685,Sports,1921246.23
5374,686,Product 686,Food,1005294.46
5375,687,Product 687,Beauty,3157464.4
5376,688,Product 688,Electronics,4947124.04
5377,689,Product 689,Books,2403625.35
5378,690,Product 690,Accessories,1726730.26
5379,691,Product 691,Books,1948022.56
5380,692,Product 692,Home,140054.21
5381,693,Product 693,Beauty,156224.27
5382,694,Product 694,Sports,302370.24
5383,695,Product 695,Accessories,2651867.14
5384,696,Product 696,Beauty,4870159.51
5385,697,Product 697,Fashion,1246806.7
5386,698,Product 698,Beauty,1339969.74
5387,699,Product 699,Electronics,3822608.12
5388,700,Product 700,Beauty,2882703.62
5389,701,Product 701,Food,1780475.13
5390,702,Product 702,Home,888740.83
5391,703,Product 703,Books,4032989.02
5392,704,Product 704,Books,4570760.22
5393,705,Product 705,Electronics,3520229.89
5394,706,Product 706,Books,4738318.09
5395,707,Product 707,Home,2819913.37
5396,708,Product 708,Beauty,4185117.24
5397,709,Product 709,Accessories,2715201.76
5398,710,Product 710,Home,2457277.74
5399,711,Product 711,Fashion,290278.2
5400,712,Product 712,Beauty,109440.67
5401,713,Product 713,Accessories,13410.65
5402,714,Product 714,Beauty,4034162.61
5403,715,Product 715,Books,3587518.79
5404,716,Product 716,Books,307184.25
5405,717,Product 717,Home,2937179.78
5406,718,Product 718,Home,3874088.83
5407,719,Product 719,Books,4803188.16
5408,720,Product 720,Books,3525644.67
5409,721,Product 721,Food,2934223.15
5410,722,Product 722,Books,1515808.12
5411,723,Product 723,Home,4879544.75
5412,724,Product 724,Food,3961294.2
5413,725,Product 725,Accessories,3249409.53
5414,726,Product 726,Home,3538842.78
5415,727,Product 727,Books,1123953.7
5416,728,Product 728,Home,1898136.7
5417,729,Product 729,Sports,645468.34
5418,730,Product 730,Electronics,4744452.64
5419,731,Product 731,Food,4255277.26
5420,732,Product 732,Electronics,918587.96
5421,733,Product 733,Books,4605980.7
5422,734,Product 734,Beauty,3201837.4
5423,735,Product 735,Fashion,4684072.09
5424,736,Product 736,Home,1662530.45
5425,737,Product 737,Fashion,1197599.67
5426,738,Product 738,Books,847758.21
5427,739,Product 739,Fashion,4110092.41
5428,740,Product 740,Books,2238683.37
5429,741,Product 741,Sports,1056324.58
5430,742,Product 742,Fashion,1758901.0
5431,743,Product 743,Fashion,3604863.8
5432,744,Product 744,Electronics,1935826.12
5433,745,Product 745,Food,4845818.11
5434,746,Product 746,Food,2470479.15
5435,747,Product 747,Food,1762643.53
5436,748,Product 748,Food,516128.51
5437,749,Product 749,Accessories,3945762.67
5438,750,Product 750,Beauty,821655.99
5439,751,Product 751,Fashion,3997980.88
5440,752,Product 752,Electronics,1481593.98
5441,753,Product 753,Books,1313027.27
5442,754,Product 754,Fashion,380260.0
5443,755,Product 755,Home,4440777.03
5444,756,Product 756,Home,3662605.58
5445,757,Product 757,Fashion,1696373.42
5446,758,Product 758,Accessories,3525478.19
5447,759,Product 759,Food,4712786.87
5448,760,Product 760,Home,3040514.95
5449,761,Product 761,Food,793947.85
5450,762,Product 762,Fashion,1662161.95
5451,763,Product 763,Beauty,2052306.53
5452,764,Product 764,Sports,3306383.48
5453,765,Product 765,Sports,1195365.94
5454,766,Product 766,Electronics,1970582.05
5455,767,Product 767,Accessories,776413.77
5456,768,Product 768,Books,29039.71
5457,769,Product 769,Fashion,1479801.75
5458,770,Product 770,Accessories,1006377.26
5459,771,Product 771,Electronics,1042695.38
5460,772,Product 772,Sports,4885517.9
5461,773,Product 773,Accessories,4220407.68
5462,774,Product 774,Sports,3926534.1
5463,775,Product 775,Accessories,2450593.09
5464,776,Product 776,Sports,464773.02
5465,777,Product 777,Food,932557.29
5466,778,Product 778,Food,1853314.31
5467,779,Product 779,Accessories,232638.45
5468,780,Product 780,Accessories,2330639.2
5469,781,Product 781,Beauty,4187022.97
5470,782,Product 782,Electronics,764142.07
5471,783,Product 783,Fashion,437679.49
5472,784,Product 784,Books,4042818.99
5473,785,Product 785,Food,4853820.63
5474,786,Product 786,Beauty,2772473.51
5475,787,Product 787,Food,4093842.02
5476,788,Product 788,Food,4828482.24
5477,789,Product 789,Accessories,2867844.31
5478,790,Product 790,Beauty,2386548.78
5479,791,Product 791,Fashion,1980073.78
5480,792,Product 792,Electronics,2515486.34
5481,793,Product 793,Home,610206.56
5482,794,Product 794,Accessories,872666.07
5483,795,Product 795,Home,4861102.74
5484,796,Product 796,Beauty,639668.13
5485,797,Product 797,Food,401058.93
5486,798,Product 798,Food,1017577.21
5487,799,Product 799,Home,4172199.51
5488,800,Product 800,Sports,1605549.95
5489,801,Product 801,Fashion,444266.93
5490,802,Product 802,Food,2764750.42
5491,803,Product 803,Sports,2603244.01
5492,804,Product 804,Electronics,3934887.69
5493,805,Product 805,Food,571469.02
5494,806,Product 806,Home,749516.71
5495,807,Product 807,Fashion,4625391.55
5496,808,Product 808,Fashion,3930870.7
5497,809,Product 809,Books,4390688.88
5498,810,Product 810,Sports,1921386.93
5499,811,Product 811,Accessories,2864395.97
5500,812,Product 812,Accessories,196953.7
5501,813,Product 813,Sports,2020840.05
5502,814,Product 814,Food,203524.84
5503,815,Product 815,Books,3455663.63
5504,816,Product 816,Electronics,3731291.6
5505,817,Product 817,Sports,4486186.5
5506,818,Product 818,Electronics,1695951.75
5507,819,Product 819,Sports,1561637.0
5508,820,Product 820,Accessories,4292591.57
5509,821,Product 821,Fashion,4862758.25
5510,822,Product 822,Beauty,680583.75
5511,823,Product 823,Accessories,3872414.19
5512,824,Product 824,Books,1354405.71
5513,825,Product 825,Food,3028845.87
5514,826,Product 826,Fashion,947799.1
5515,827,Product 827,Beauty,4568029.7
5516,828,Product 828,Food,3707314.55
5517,829,Product 829,Books,4106876.79
5518,830,Product 830,Home,337428.67
5519,831,Product 831,Food,686892.61
5520,832,Product 832,Electronics,876949.41
5521,833,Product 833,Beauty,4186513.62
5522,834,Product 834,Beauty,175024.51
5523,835,Product 835,Electronics,4590975.04
5524,836,Product 836,Beauty,1377147.72
5525,837,Product 837,Accessories,2530580.61
5526,838,Product 838,Fashion,3409060.06
5527,839,Product 839,Beauty,1868609.14
5528,840,Product 840,Accessories,896142.63
5529,841,Product 841,Accessories,2938532.44
5530,842,Product 842,Books,1727802.53
5531,843,Product 843,Sports,3747316.06
5532,844,Product 844,Fashion,1432496.19
5533,845,Product 845,Food,257758.7
5534,846,Product 846,Beauty,4286984.83
5535,847,Product 847,Beauty,3391699.28
5536,848,Product 848,Sports,3261420.79
5537,849,Product 849,Electronics,4324503.35
5538,850,Product 850,Electronics,2375745.06
5539,851,Product 851,Home,3240384.06
5540,852,Product 852,Electronics,1126612.46
5541,853,Product 853,Sports,3566575.04
5542,854,Product 854,Sports,2124795.94
5543,855,Product 855,Food,4259415.0
5544,856,Product 856,Accessories,1267473.56
5545,857,Product 857,Accessories,1517704.01
5546,858,Product 858,Food,2926590.91
5547,859,Product 859,Electronics,2562453.45
5548,860,Product 860,Books,2811671.02
5549,861,Product 861,Sports,1499394.87
5550,862,Product 862,Fashion,2413874.71
5551,863,Product 863,Books,4941921.22
5552,864,Product 864,Books,4308843.09
5553,865,Product 865,Sports,3284036.83
5554,866,Product 866,Sports,949916.81
5555,867,Product 867,Beauty,4499438.35
5556,868,Product 868,Food,3306046.32
5557,869,Product 869,Home,3609203.16
5558,870,Product 870,Accessories,4987370.81
5559,871,Product 871,Sports,4535488.7
5560,872,Product 872,Food,1947491.86
5561,873,Product 873,Electronics,2919288.28
5562,874,Product 874,Beauty,1722403.58
5563,875,Product 875,Beauty,3434727.37
5564,876,Product 876,Accessories,4533567.26
5565,877,Product 877,Books,2541501.13
5566,878,Product 878,Home,4204787.09
5567,879,Product 879,Home,1475982.42
5568,880,Product 880,Accessories,648441.26
5569,881,Product 881,Sports,3628681.32
5570,882,Product 882,Home,4735147.67
5571,883,Product 883,Books,3275628.88
5572,884,Product 884,Beauty,1782864.15
5573,885,Product 885,Sports,2108158.12
5574,886,Product 886,Books,1864695.32
5575,887,Product 887,Sports,2324165.53
5576,888,Product 888,Fashion,2357977.47
5577,889,Product 889,Fashion,2366376.22
5578,890,Product 890,Beauty,2507382.1
5579,891,Product 891,Food,2653894.14
5580,892,Product 892,Food,279769.23
5581,893,Product 893,Home,695452.64
5582,894,Product 894,Beauty,1719922.73
5583,895,Product 895,Accessories,724688.52
5584,896,Product 896,Home,3896916.48
5585,897,Product 897,Accessories,1669820.94
5586,898,Product 898,Home,1573936.22
5587,899,Product 899,Electronics,33520.37
5588,900,Product 900,Sports,1054818.02
5589,901,Product 901,Home,2885631.79
5590,902,Product 902,Home,2452989.68
5591,903,Product 903,Fashion,655735.73
5592,904,Product 904,Food,3171102.83
5593,905,Product 905,Food,2150836.99
5594,906,Product 906,Accessories,1922748.94
5595,907,Product 907,Electronics,2673575.19
5596,908,Product 908,Books,4750842.39
5597,909,Product 909,Books,3786670.21
5598,910,Product 910,Beauty,99401.47
5599,911,Product 911,Electronics,3137167.77
5600,912,Product 912,Beauty,1139065.9
5601,913,Product 913,Books,1567340.38
5602,914,Product 914,Fashion,1923916.88
5603,915,Product 915,Sports,843430.73
5604,916,Product 916,Electronics,1498029.24
5605,917,Product 917,Sports,2285072.3
5606,918,Product 918,Books,2173989.5
5607,919,Product 919,Home,1720236.87
5608,920,Product 920,Accessories,1802661.92
5609,921,Product 921,Beauty,832768.71
5610,922,Product 922,Food,105432.42
5611,923,Product 923,Beauty,3638572.45
5612,924,Product 924,Home,1063839.24
5613,925,Product 925,Electronics,2952567.25
5614,926,Product 926,Home,624578.29
5615,927,Product 927,Electronics,1882210.24
5616,928,Product 928,Sports,3858535.82
5617,929,Product 929,Electronics,2973681.1
5618,930,Product 930,Electronics,3313229.88
5619,931,Product 931,Electronics,250692.93
5620,932,Product 932,Fashion,2089710.07
5621,933,Product 933,Food,626739.36
5622,934,Product 934,Sports,2377237.73
5623,935,Product 935,Home,1035419.63
5624,936,Product 936,Electronics,1512571.11
5625,158,Product 158,Sports,1612626.83
5626,159,Product 159,Electronics,4540605.42
5627,160,Product 160,Fashion,3264970.66
5628,161,Product 161,Beauty,2680409.86
5629,162,Product 162,Electronics,4567016.33
5630,163,Product 163,Home,2095246.06
5631,164,Product 164,Home,4670273.83
5632,165,Product 165,Electronics,4985887.3
5633,166,Product 166,Food,3941923.54
5634,167,Product 167,Home,4683677.64
5635,168,Product 168,Sports,4384948.41
5636,169,Product 169,Electronics,1498977.13
5637,170,Product 170,Fashion,4642989.68
5638,171,Product 171,Books,1429962.65
5639,172,Product 172,Accessories,4447407.22
5640,173,Product 173,Home,4256788.1
5641,174,Product 174,Accessories,1371457.04
5642,175,Product 175,Fashion,1660113.64
5643,176,Product 176,Accessories,3244943.84
5644,177,Product 177,Home,80280.14
5645,178,Product 178,Books,3955930.65
5646,179,Product 179,Beauty,885719.62
5647,180,Product 180,Food,4136679.23
5648,181,Product 181,Books,442821.47
5649,182,Product 182,Fashion,932058.19
5650,183,Product 183,Home,2392495.95
5651,184,Product 184,Beauty,44082.3
5652,185,Product 185,Food,1185251.05
5653,186,Product 186,Sports,4770633.77
5654,187,Product 187,Sports,2916479.15
5655,188,Product 188,Electronics,1315150.22
5656,189,Product 189,Books,3466915.27
5657,190,Product 190,Electronics,3342252.71
5658,191,Product 191,Accessories,1540963.65
5659,192,Product 192,Food,3433507.36
5660,193,Product 193,Sports,3454548.98
5661,194,Product 194,Sports,1844044.08
5662,195,Product 195,Beauty,1103451.72
5663,196,Product 196,Home,2396127.68
5664,197,Product 197,Accessories,3741196.84
5665,198,Product 198,Books,2085069.62
5666,199,Product 199,Accessories,3789179.11
5667,200,Product 200,Beauty,3811679.5
5668,201,Product 201,Fashion,2632278.21
5669,202,Product 202,Books,399732.58
5670,203,Product 203,Fashion,318172.66
5671,204,Product 204,Beauty,2867781.35
5672,205,Product 205,Home,831040.41
5673,206,Product 206,Accessories,590037.71
5674,207,Product 207,Beauty,3587420.65
5675,208,Product 208,Accessories,463798.81
5676,209,Product 209,Accessories,4045373.5
5677,210,Product 210,Accessories,668402.26
5678,211,Product 211,Food,2289424.39
5679,212,Product 212,Electronics,2798398.02
5680,213,Product 213,Sports,3619167.6
5681,214,Product 214,Food,1279741.52
5682,215,Product 215,Electronics,3731564.37
5683,216,Product 216,Fashion,235996.12
5684,217,Product 217,Books,3504920.54
5685,218,Product 218,Electronics,4673568.17
5686,219,Product 219,Fashion,4930824.87
5687,220,Product 220,Accessories,168357.01
5688,221,Product 221,Food,908106.82
5689,222,Product 222,Home,3831480.14
5690,223,Product 223,Food,1878559.99
5691,224,Product 224,Food,2248200.29
5692,225,Product 225,Food,1884471.21
5693,226,Product 226,Home,3271135.15
5694,227,Product 227,Books,601979.5
5695,228,Product 228,Food,2648924.27
5696,229,Product 229,Beauty,4175759.84
5697,230,Product 230,Electronics,4892668.51
5698,231,Product 231,Accessories,3370764.29
5699,232,Product 232,Food,2664348.71
5700,233,Product 233,Beauty,1245085.07
5701,234,Product 234,Books,784055.65
5702,235,Product 235,Beauty,4687677.7
