sales_key,transaction_id,transaction_item_id,customer_key,product_key,date_key,campaign_key,quantity,unit_price,sales_amount
40279,496,1453,5652,5043,20240814,5296,2,4158640.12,8317280.24
40280,1159,3446,5036,5043,20241022,5703,1,4158640.12,4158640.12
40281,1658,4872,5907,5043,20230215,5023,1,4158640.12,4158640.12
40282,356,1016,5446,5043,20231004,5139,5,4158640.12,20793200.6
40283,1752,5137,5918,5043,20241223,5734,4,4158640.12,16634560.48
40284,913,2737,5997,5043,20240728,5288,4,4158640.12,16634560.48
40285,463,1347,5853,5043,20240228,5212,5,4158640.12,20793200.6
40286,901,2703,5446,5054,20240820,5299,4,4214224.72,16856898.88
40287,971,2898,5834,5054,20240107,5186,2,4214224.72,8428449.44
40288,107,305,5488,5054,20240123,5194,3,4214224.72,12642674.16
40289,426,1239,5774,5054,20240124,5195,4,4214224.72,16856898.88
40290,122,339,5093,5054,20230109,5005,3,4214224.72,12642674.16
40291,1192,3531,5264,5054,20230328,5044,5,4214224.72,21071123.6
40292,1047,3112,5519,5054,20240422,5239,2,4214224.72,8428449.44
40293,447,1297,5246,5054,20230216,5024,3,4214224.72,12642674.16
40294,1036,3081,5902,5054,20240410,5233,3,4214224.72,12642674.16
40295,1965,5793,5793,5061,20241013,5698,3,2419894.64,7259683.92
40296,545,1611,5676,5061,20230830,5121,4,2419894.64,9679578.56
40297,1616,4745,5230,5061,20240206,5201,4,2419894.64,9679578.56
40298,816,2443,5876,5061,20241221,5733,4,2419894.64,9679578.56
40299,1928,5687,5277,5061,20230629,5090,1,2419894.64,2419894.64
40300,742,2214,5945,5061,20240114,5190,1,2419894.64,2419894.64
40301,1262,3735,5784,5061,20230320,5040,5,2419894.64,12099473.2
40302,27,79,5317,5061,20240310,5218,3,2419894.64,7259683.92
40303,338,954,5544,5068,20230502,5061,5,3673656.78,18368283.9
40304,1298,3826,5182,5068,20241231,5738,3,3673656.78,11020970.34
40305,1228,3644,5278,5068,20240531,5259,2,3673656.78,7347313.56
40306,892,2668,5744,5068,20230531,5076,3,3673656.78,11020970.34
40307,1879,5537,5228,5068,20241211,5728,1,3673656.78,3673656.78
40308,68,188,5905,5068,20230708,5095,3,3673656.78,11020970.34
40309,436,1262,5484,5079,20240915,5312,3,2496345.05,7489035.15
40310,534,1573,5552,5079,20240220,5208,1,2496345.05,2496345.05
40311,1464,4294,5266,5079,20240401,5229,1,2496345.05,2496345.05
40312,646,1928,5250,5079,20240628,5273,3,2496345.05,7489035.15
40313,1460,4276,5846,5079,20230531,5076,3,2496345.05,7489035.15
40314,1296,3824,5690,5079,20231216,5175,2,2496345.05,4992690.1
40315,80,229,5427,5079,20230510,5065,2,2496345.05,4992690.1
40316,433,1253,5090,5079,20241006,5695,1,2496345.05,2496345.05
40317,981,2918,5978,5086,20240317,5221,4,2991618.67,11966474.68
40318,660,1976,5476,5086,20230813,5113,2,2991618.67,5983237.34
40319,544,1606,5708,5086,20231217,5176,2,2991618.67,5983237.34
40320,589,1748,5281,5086,20240719,5283,2,2991618.67,5983237.34
40321,492,1437,5121,5086,20230215,5023,2,2991618.67,5983237.34
40322,236,659,5918,5086,20231231,5183,2,2991618.67,5983237.34
40323,177,491,5463,5093,20240108,5187,3,1818993.64,5456980.92
40324,528,1550,5387,5093,20231129,5167,3,1818993.64,5456980.92
40325,879,2629,5266,5093,20240327,5226,2,1818993.64,3637987.28
40326,852,2543,5711,5093,20231010,5142,5,1818993.64,9094968.2
40327,601,1790,5470,5093,20240916,5313,5,1818993.64,9094968.2
40328,1623,4766,5330,5093,20230129,5015,5,1818993.64,9094968.2
40329,1449,4238,5352,5093,20240809,5294,1,1818993.64,1818993.64
40330,338,955,5544,5104,20230502,5061,3,4021789.62,12065368.86
40331,209,582,5762,5104,20240725,5286,5,4021789.62,20108948.1
40332,846,2525,5350,5104,20240629,5273,1,4021789.62,4021789.62
40333,1994,5874,5327,5104,20231212,5173,5,4021789.62,20108948.1
40334,490,1428,5895,5111,20241231,5738,1,1848105.47,1848105.47
40335,1158,3441,5022,5111,20240112,5189,4,1848105.47,7392421.88
40336,889,2657,5660,5111,20240603,5260,3,1848105.47,5544316.41
40337,1791,5276,5517,5111,20230730,5106,4,1848105.47,7392421.88
40338,1757,5151,5371,5111,20241102,5708,2,1848105.47,3696210.94
40339,1160,3447,5705,5111,20241109,5712,5,1848105.47,9240527.35
40340,814,2438,5017,5001,20241025,5704,1,4244859.86,4244859.86
40341,1909,5634,5647,5001,20230717,5099,1,4244859.86,4244859.86
40342,1750,5132,5528,5001,20231204,5169,5,4244859.86,21224299.3
40343,1566,4595,5498,5001,20230925,5134,4,4244859.86,16979439.44
40344,614,1836,5584,5001,20240815,5297,2,4244859.86,8489719.72
40345,382,1098,5960,5001,20240406,5231,2,4244859.86,8489719.72
40346,1869,5514,5994,5003,20230113,5007,5,1187616.95,5938084.75
40347,1637,4808,5527,5003,20240328,5227,2,1187616.95,2375233.9
40348,566,1681,5865,5003,20240606,5262,2,1187616.95,2375233.9
40349,89,262,5424,5003,20240731,5289,5,1187616.95,5938084.75
40350,1275,3771,5508,5003,20230219,5025,1,1187616.95,1187616.95
40351,1974,5818,5386,5003,20230518,5069,1,1187616.95,1187616.95
40352,552,1637,5610,5010,20240220,5208,3,1255562.15,3766686.45
40353,74,212,5424,5010,20230127,5014,5,1255562.15,6277810.75
40354,93,274,5534,5010,20230402,5046,1,1255562.15,1255562.15
40355,1129,3352,5156,5010,20240308,5217,3,1255562.15,3766686.45
40356,1786,5257,5952,5010,20231108,5156,4,1255562.15,5022248.6
40357,634,1886,5056,5012,20240814,5296,4,2500229.36,10000917.44
40358,1377,4030,5568,5012,20230829,5121,5,2500229.36,12501146.8
40359,1748,5125,5982,5012,20230209,5020,2,2500229.36,5000458.72
40360,201,568,5852,5012,20230211,5021,3,2500229.36,7500688.08
40361,821,2457,5002,5012,20241221,5733,1,2500229.36,2500229.36
40362,406,1180,5132,5035,20230106,5003,2,2633221.32,5266442.64
40363,1927,5681,5564,5035,20240704,5276,1,2633221.32,2633221.32
40364,579,1721,5514,5035,20240303,5214,3,2633221.32,7899663.96
40365,533,1568,5106,5035,20230511,5066,3,2633221.32,7899663.96
40366,531,1562,5508,5037,20240417,5237,1,635380.64,635380.64
40367,1891,5578,5917,5037,20230323,5041,3,635380.64,1906141.92
40368,441,1282,5457,5037,20230704,5093,2,635380.64,1270761.28
40369,1813,5342,5288,5037,20241229,5737,1,635380.64,635380.64
40370,920,2752,5772,5037,20230309,5034,4,635380.64,2541522.56
40371,360,1031,5885,5042,20241205,5725,2,2168765.25,4337530.5
40372,1979,5831,5152,5042,20230716,5099,2,2168765.25,4337530.5
40373,1418,4147,5063,5042,20230618,5085,5,2168765.25,10843826.25
40374,1050,3123,5557,5042,20231218,5176,2,2168765.25,4337530.5
40375,832,2493,5263,5044,20230211,5021,5,1527581.47,7637907.35
40376,532,1565,5586,5044,20231223,5179,2,1527581.47,3055162.94
40377,1604,4710,5627,5044,20241210,5727,2,1527581.47,3055162.94
40378,1690,4958,5889,5044,20240104,5185,5,1527581.47,7637907.35
40379,86,246,5958,5044,20241215,5730,5,1527581.47,7637907.35
40380,1048,3113,5390,5044,20241108,5711,1,1527581.47,1527581.47
40381,1137,3369,5151,5044,20231102,5153,3,1527581.47,4582744.41
40382,1748,5124,5982,5067,20230209,5020,4,4308810.53,17235242.12
40383,679,2033,5391,5067,20230702,5092,1,4308810.53,4308810.53
40384,998,2966,5152,5067,20231016,5145,1,4308810.53,4308810.53
40385,588,1746,5322,5067,20240410,5233,2,4308810.53,8617621.06
40386,867,2596,5912,5067,20231108,5156,3,4308810.53,12926431.59
40387,1721,5045,5727,5069,20230703,5092,3,4877116.9,14631350.7
40388,1100,3262,5818,5069,20230310,5035,3,4877116.9,14631350.7
40389,1959,5778,5946,5069,20230713,5097,5,4877116.9,24385584.5
40390,556,1655,5137,5069,20230811,5112,1,4877116.9,4877116.9
40391,1789,5266,5980,5069,20230128,5014,4,4877116.9,19508467.6
40392,1122,3330,5841,5069,20240227,5212,1,4877116.9,4877116.9
40393,1126,3341,5029,5069,20230603,5077,2,4877116.9,9754233.8
40394,1516,4462,5619,5069,20230328,5044,3,4877116.9,14631350.7
40395,1024,3047,5757,5069,20240827,5303,4,4877116.9,19508467.6
40396,1981,5836,5118,5069,20241001,5692,5,4877116.9,24385584.5
40397,1156,3432,5129,5069,20230910,5127,2,4877116.9,9754233.8
40398,1224,3628,5159,5069,20230829,5121,2,4877116.9,9754233.8
40399,1814,5343,5313,5071,20240919,5314,4,1602388.27,6409553.08
40400,1111,3298,5588,5071,20240612,5265,5,1602388.27,8011941.35
40401,1607,4716,5687,5071,20240313,5219,2,1602388.27,3204776.54
40402,965,2884,5864,5071,20241207,5726,2,1602388.27,3204776.54
40403,236,660,5918,5071,20231231,5183,3,1602388.27,4807164.81
40404,1893,5583,5272,5071,20230726,5104,4,1602388.27,6409553.08
40405,936,2794,5469,5076,20241205,5725,1,1248868.7,1248868.7
40406,1847,5438,5998,5076,20230205,5018,1,1248868.7,1248868.7
40407,490,1429,5895,5076,20241231,5738,3,1248868.7,3746606.1
40408,188,525,5102,5076,20240512,5249,4,1248868.7,4995474.8
40409,277,784,5606,5076,20231125,5165,4,1248868.7,4995474.8
40410,1629,4788,5811,5078,20231208,5171,3,957272.17,2871816.51
40411,1794,5289,5952,5078,20240614,5266,2,957272.17,1914544.34
40412,1995,5880,5696,5101,20231211,5173,5,3016290.13,15081450.65
40413,332,942,5703,5101,20230522,5071,1,3016290.13,3016290.13
40414,1470,4318,5924,5103,20240302,5214,2,204180.69,408361.38
40415,1849,5446,5654,5103,20241012,5698,4,204180.69,816722.76
40416,1381,4046,5824,5103,20240530,5258,1,204180.69,204180.69
40417,509,1490,5142,5103,20231115,5160,5,204180.69,1020903.45
40418,1774,5218,5779,5103,20241203,5724,5,204180.69,1020903.45
40419,620,1845,5500,5103,20240922,5316,4,204180.69,816722.76
40420,1664,4888,5265,5103,20231218,5176,1,204180.69,204180.69
40421,1689,4954,5597,5103,20230719,5100,4,204180.69,816722.76
40422,787,2350,5645,5103,20240413,5235,1,204180.69,204180.69
40423,1329,3902,5705,5103,20240923,5316,4,204180.69,816722.76
40424,811,2426,5707,5103,20240725,5286,2,204180.69,408361.38
40425,254,720,5576,5103,20231123,5164,4,204180.69,816722.76
40426,158,437,5387,5103,20230420,5055,5,204180.69,1020903.45
40427,1065,3166,5629,5110,20240828,5303,1,2379714.07,2379714.07
40428,740,2206,5921,5110,20230504,5062,1,2379714.07,2379714.07
40429,1588,4661,5458,5110,20231107,5156,2,2379714.07,4759428.14
40430,201,566,5852,5110,20230211,5021,1,2379714.07,2379714.07
40431,1237,3668,5539,5110,20230924,5134,2,2379714.07,4759428.14
40432,258,736,5587,5005,20240401,5229,4,3029423.2,12117692.8
40433,1092,3237,5396,5005,20240322,5224,3,3029423.2,9088269.6
40434,1886,5555,5599,5005,20230827,5120,4,3029423.2,12117692.8
40435,1285,3795,5154,5005,20240318,5222,5,3029423.2,15147116.0
40436,1702,4986,5131,5006,20240623,5270,3,4744629.41,14233888.23
40437,50,143,5663,5006,20240813,5296,5,4744629.41,23723147.05
40438,577,1716,5566,5006,20230523,5072,5,4744629.41,23723147.05
40439,310,888,5177,5006,20240413,5235,1,4744629.41,4744629.41
40440,1607,4717,5687,5006,20240313,5219,3,4744629.41,14233888.23
40441,1940,5720,5282,5006,20230209,5020,5,4744629.41,23723147.05
40442,1876,5528,5476,5006,20240805,5292,1,4744629.41,4744629.41
40443,362,1034,5620,5006,20240219,5208,4,4744629.41,18978517.64
40444,92,272,5822,5006,20240706,5277,3,4744629.41,14233888.23
40445,647,1935,5169,5023,20240318,5222,2,2754485.77,5508971.54
40446,29,86,5349,5023,20240215,5206,5,2754485.77,13772428.85
40447,1680,4924,5447,5023,20230104,5002,4,2754485.77,11017943.08
40448,1753,5143,5009,5023,20240710,5279,5,2754485.77,13772428.85
40449,982,2922,5810,5024,20230421,5056,2,4457745.09,8915490.18
40450,414,1200,5666,5024,20230601,5076,2,4457745.09,8915490.18
40451,1516,4463,5619,5024,20230328,5044,4,4457745.09,17830980.36
40452,1172,3485,5370,5024,20230324,5042,5,4457745.09,22288725.45
40453,1648,4847,5352,5024,20241122,5718,2,4457745.09,8915490.18
40454,1075,3188,5538,5024,20230829,5121,5,4457745.09,22288725.45
40455,58,163,5644,5038,20231212,5173,2,3215269.56,6430539.12
40456,1262,3734,5784,5038,20230320,5040,1,3215269.56,3215269.56
40457,1223,3626,5228,5038,20230302,5031,5,3215269.56,16076347.8
